ID,transcription
Ses01M_impro03_M008,PARTY  YEAH CAN YOU BELIEVE THAT  AND SHE'S LIKE  HEY YEAH  SHE'S LIKE  HEY I'M LIKE  SURE  I'LL DO IT  SHE'S LIKE  I'M LIKE  50 000  I TOLD HER  5 000 BUT THE ONLY THING IS THAT IT'S KIND OF LIKE ILLEGAL UM SO LIKE  I COULD GO TO JAIL FOR LIKE A REALLY LONG TIME IF I GET CAUGHT BUT  I DON'T GIVE A P P P P P  
Ses01M_impro03_M010,IT WAS LIKE I'M REALLY GONNA GET MARRIED WE WILL HAVE LIKE THE WHOLE THING 
Ses01M_impro03_M011,YEAH OH GOOD AND THEN YEAH  I LIKE P P P P 
Ses01M_impro03_M012,I KNOW  WHY DID SHE RENT THE APARTMENT  
Ses01M_impro03_M013,YOU KNOW OH OKAY AND YOU'LL BE RENT OR YOU'LL PAY LIKE 
Ses01M_impro03_M014,YEAH AND LIKE MAKE HER LIKE OPEN A BANK ACCOUNT AND STUFF TOO 
Ses01M_impro03_M015,THAT'S A GOOD IDEA 
Ses01M_impro03_M016,I KNOW OH  SO WE GET TO LIKE  PLAY AT A WEDDING NOW TOO THAT'LL BE FUN  YEAH  
Ses01M_impro03_M017,SOMETHING BLUE  SOMETHING NEW  SOMETHING NO  I DON'T KNOW  I DON'T KNOW I DON'T KNOW  SO YEAH  WONDER IF SHE'S GONNA PAY ME UP FRONT BUT IS DO YOU THINK THAT'S BAD THOUGH   THING THEY'RE GONNA LIKE TRACK THE MONEY OR SOMETHING  
Ses01M_impro03_M018,JUST CASH HARDCORE  YEAH 
Ses01M_impro03_M019,WHAT SHOULD WE DO  WHERE SHOULD WE GET MARRIED  WE SHOULD HAVE A PARTY   JUST PEOPLE 
Ses01M_impro03_M020,HAVE A WEDDING ON THE YEAH  LIKE A BIG LIKE A WEDDING ON THE BEACH THAT WOULD BE NICE 
Ses01M_impro03_M021,AND THEN WE CAN HONEYMOON  I WANT TO GO TROPICAL THOUGH I WANT LIKE BAHAMAS OR LIKE TAHITI OR SOMETHING I JUST WANT LIKE BEACH AND LIKE DRINKS  TAHITI YES PHEW 
Ses01M_impro03_M022,I'LL MAKE HER PAY FOR THAT WELL SHE'S YO OH I I HEAR SHE'S LIKE TOTALLY WEALTHY SHE'S LIKE SHE'S LIKE ROYALTY OR SOMETHING LIKE IN WHATEVER  LIKE LIKE REMOVED OR SOMETHING BUT YEAH  IT'S KINDA 
Ses01M_impro03_M023,OOH  I'M GONNA MARRY A BLUE BLOOD  LUCKY  LUCKY  LUCKY ME  THAT'S GONNA BE FUN  BEEP BEEP BEEP 
Ses01M_impro03_M024,WE HOMIE PLAN  OH TALK 
Ses01F_impro02_M001,I UNDERSTAND YOU'VE ALREADY DONE SO MUCH I DON'T KNOW WHY YOU HAVE TO GO BACK 
Ses01F_impro02_M005,I DON'T KNOW HOW YOU CAN BE OKAY WITH THIS I DON'T KNOW WHY YOU'RE NOT I'M NOT OKAY WITH IT I 
Ses01F_impro02_M009,I JUST DON'T SEE WHY IT HAS TO BE YOU 
Ses01F_impro02_M010,WHAT AM I GONNA DO  HUH  
Ses01F_impro02_M011,YEAH  BEEP BEEP BEEP BEEP BEEP 
Ses01F_impro02_M012,DON'T YOU GUYS HAVE UH ACCESS TO COMPUTERS OVER THERE NOW  
Ses01F_impro02_M013,I JUST DON'T KNOW HOW I'M GONNA DO IT WITHOUT YOU 
Ses01F_impro02_M014,I I I I I CAN'T RAISE A BABY BY MYSELF I DON'T 
Ses01F_impro02_M015,HELLO 
Ses01M_script01_2_M000,WELL  MAYBE MAYBE MAYBE WANT TO SEE HER 
Ses01M_script01_2_M001,WELL UH  HE GREW UP HE GREW UP NEXT DOOR TO THE GIRL WHY WOULDN'T HE WANT TO SEE HER   SOUND OF BEEPING  
Ses01M_script01_2_M007,AND HOW DO YOU KNOW WHY SHE'S WAITED  
Ses01M_script01_2_M015,BELIEVE JUST BELIEVE  WHAT DOES THAT MEAN  ME ABOVE ALL  HUH  WHAT DOES THAT MEAN  
Ses01M_script01_2_M016,LOOK AT YOU YOU'RE SHAKING  SOUND OF HEAVY BREATHING  
Ses01M_script01_2_M017,WHAT THE HELL DO YOU WANT FROM ME  KATE  
Ses01F_impro05_M000,HI  THANKS FOR WAITING 
Ses01F_impro05_M001,YEAH  THIS IS THE FOURTH LINE 
Ses01F_impro05_M002, 
Ses01F_impro05_M003,OKAY  I DON'T 
Ses01F_impro05_M004,DIFFERENT LINE OKAY I WAITED AT P P P 
Ses01F_impro05_M005,YEAH OKAY  GREAT I'M REALLY SORRY YOU HAD TO DO THAT UM  WHAT'S YOUR LAST NAME  LET'S START THERE   NOISE OBSCURING SPEECH  
Ses01F_impro05_M006,OKAY 
Ses01F_impro05_M007,ALRIGHT OKAY AND YOU LOST YOUR BAG  IS THAT THAT THE ISSUE  
Ses01F_impro05_M008,14 UH HUH P 
Ses01F_impro05_M009,YEAH YEAH I DON'T SEE I DON'T SEE ANY  WHAT CAN I EXPECT MY 
Ses01F_impro05_M010,I DON'T SEE ANY RECORD OF IT AND I USUALLY WHEN I DON'T SEE A RECORD OF IT THAT MEANS UM   BEEP  
Ses01F_impro05_M011,WE'VE UH MISTAKENLY LOST YOUR BAGGAGE UH WE'RE VERY SORRY UM ON BEHALF OF JETBLUE  I'D LIKE TO APOLOGIZE FOR ANY INCONVENIENCE I AM ALLOWED TO ISSUE YOU A  50 UM GIFT CARD WHICH YOU CAN USE ANY UH FUTURE FLIGHTS YOU WANT TO TAKE WITH US UM I'M VERY SORRY ONCE AGAIN 
Ses01F_impro05_M012,FOR SUCH AN INCONVENIENCE ON YOUR BAG BUT ARE YOU KIDDING ME  
Ses01F_impro05_M013,YEAH IS THIS A JOKE  
Ses01F_impro05_M014,NO  NO  RIGHT THERE 
Ses01F_impro05_M015,NO  NO  IT'S THIS IS THIS IS REAL   BEEP BEEP BEEP BEEP BEEP BEEP BEEP 
Ses01F_impro05_M016,NO  I'M JUST GIVING YOU MONEY THE BAG IS GONE IF IT'S NOT HERE  I'M REALLY SORRY THERE'S NOTHING I CAN DO BECAUSE  SOUND OF RUSTLING PAPER  
Ses01F_impro05_M017,THIS IS THE ONLY TRACKER RECORD THAT WE HAVE AND IF IT'S NOT LISTED HERE THEN IT'S PROBABLY NOT ANYWHERE 
Ses01F_impro05_M019,THERE'S A BEEP SOUND IN THERE  NOT ONLY DOES THE BEEP 
Ses01F_impro05_M020,I KNOW WE'RE BLOWING BUBBLES 
Ses01F_impro05_M022,SOMEBODY SOMEBODY NEEDS TO REPLACE EVERYTHING 
Ses01F_impro05_M023,ACTUALLY  WE ARE NOT NECESSARILY LIABLE TO GIVE YOU THOSE FIFTY DOLLARS  SO IT'S ACTUALLY IT'S ACTUALLY YOU'RE LOOKING FOR A LAWSUIT  BASICALLY 
Ses01F_impro05_M024,WE'RE ACTUALLY NOT EVEN ALLOWED  YOU KNOW  LIKE WE DON'T HAVE TO GIVE YOU THIS  50 WE WE CAN ACTUALLY KEEP IT BACK   SOUND OF SOMEONE INTERRUPTING  POSSIBLY SAYING  WHOA    IT'S LIKE 
Ses01F_impro05_M025,YOU'RE YOU'RE HELPING ME OUT 
Ses01F_impro05_M026,YOU KNOW  THE AIRLINES CANNOT BE HELD RESPONSIBLE FOR EVERY BAG OF LUGGAGE THAT COMES THROUGH HERE  YOU ARE 
Ses01F_impro05_M027,WITH THE AMOUNT OF  WHO'S IN CHARGE  
Ses01F_impro05_M028,UM ACTUALLY I PROBABLY KNOW IT I DON'T KNOW OH REALLY  YEAH 
Ses01F_impro05_M029,WELL THEN MAYBE YOU CAN JUST CALL HIM AND HE CAN GIVE YOU MORE MONEY BUT RIGHT NOW ALL I CAN DO IS  STATIC SOUND  
Ses01F_impro05_M030,RIGHT NOW ALL I CAN DO IS JUST GIVE YOU THIS FIFTY DOLLARS I'M REALLY SORRY  WHAT'S 
Ses01F_impro05_M031,OH  MY NAME'S SEAN  SEAN HI 
Ses01F_impro05_M034,THAT'S WHAT  YOU KNOW  IF YOU IF YOU WANT YOU CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS  A LETTER  YEAH AN ANGRY PERSONAL P P P 
Ses01F_impro05_M035,OR YOU CAN MAKE A PHONE CALL BUT I THINK A LETTER MIGHT BE A LITTLE MORE IN MY IMPRESSION LETTERS HELP MORE   SOUND OF STATIC  
Ses01F_script01_2_M001,WELL  MAYBE MAYBE YOU JUST WANTED TO SEE HER 
Ses01F_script01_2_M004,HOW DO YOU KNOW HE'S EVEN THINKING ABOUT IT   EXACTLY 
Ses01F_script01_2_M008,HOW DO YOU KNOW WHY SHE WAITED  BECAUSE 
Ses01F_script01_2_M017,WHAT HAVE I GOT TO HIDE   WHAT THE HELL IS THE MATTER WITH YOU  KATE  
Ses01M_script02_2_M001,TO THIS SPOT FOR THIS MASSIVE CELEBRATION OF LIKE SEX AND DEATH AND P 
Ses01M_script02_2_M002,LOOK AT THIS MY HAIRS ARE STANDING UP ON MY ARM GIVING MYSELF GOOSEBUMPS  PPPPPPP 
Ses01M_script02_2_M003,WELL  SO  WHAT DO YOU THINK  
Ses01M_script02_2_M008,CAN I ASK YOU A QUESTION  ARE YOU IN YOUR PERIOD    SOUND OF BEEPING  
Ses01M_script02_2_M013,WE'VE MISSED THEM TWICE 
Ses01M_script02_2_M019,YOU WERE FINE DURING THE PHONE CALL FROM MARGE DINNER WAS OKAY DOING THE DISHES WAS FINE 
Ses01M_script02_2_M020,LET'S SEE UH I TOOK A SHOWER AND UM YOU WERE WATCHING THE NEWS AND YOU SAID THE GRUNIONS ARE RUNNING TONIGHT AND I SAID OKAY  GREAT  LET'S GO 
Ses01M_script02_2_M021,SO I'M PUTTING THE ANIMALS OUT WE'RE GETTING THE CAR OUT OF THE GARAGE AND 
Ses01M_script02_2_M022,WAIT A MINUTE I'VE GOT IT  PPPPP 
Ses01M_script02_2_M023,IT WAS WHEN WE WERE DRIVING PAST THAT  YOU KNOW  THAT KNICKERBOCKER LIQUOR LOCKER  AND YOU WOULD SAY  NO  YOU SAID   LET'S GET SOME CHAMPAGNE   AND I SAID   NO  TIME'S A WASTING   OR SOMETHING LIKE THAT THAT'S WHAT IT IS  RIGHT  
Ses01M_script02_2_M025,OH  RIGHT SURE OF COURSE 
Ses01M_script02_2_M027,DO YOU WANT TO GO GET SOME CHAMPAGNE  
Ses01M_script02_2_M028,DO YOU WANT TO TAKE OFF YOUR SHOES  NO 
Ses01M_script02_2_M029,WELL  WHAT  HUH   P 
Ses01M_script02_2_M030,YOU WANNA GET MARRIED AGAIN  
Ses01M_script02_2_M033,A NEW A NEW CARPET  A POODLE  A SUICIDE PACT  ICE CREAM  A BACK RUB WHAT  WHAT  WHAT THE HELL DO YOU WANT  I WANT P  
Ses01M_script02_2_M035,YOU THINK NOTHING TURNS OUT HOW IT'S SUPPOSED TO  YOU THINK I HAD SOME GRAND IDEA GOING THAT FOUR YEARS DOWN THE LINE WE WOULD COME TO THIS BEACH AND ARGUE OVER FISH  NO 
Ses01M_script02_2_M037,NO NO  I'M I'M I'M JUST LIKE YOU  I THOUGHT IT WAS GONNA BE ALL  ROSY CHEEKS AND  THE BILLS WOULD PAY THEMSELVES AND THE FISH WOULD ALWAYS COME AND 
Ses01M_script02_2_M038,NO YOU KNOW WHAT YOU GET  YOU KNOW WHAT YOU GET  YOU GET THIS   PPPP  
Ses01M_script02_2_M039,HERE IS  P 
Ses01M_script02_2_M040,RIGHT P P 
Ses01M_script02_2_M041,I KNOW  ME NEITHER 
Ses01M_script02_2_M042,I'M DOING THE BEST I CAN 
Ses01M_script02_2_M043,MAYBE IF YOU WERE WITH SOMEBODY ELSE TOO  I DIDN'T 
Ses01M_script02_2_M044,NO  I KNOW  BUT  I KNOW I DON'T MAKE YOU HAPPY 
Ses01M_script02_2_M045,YEAH 
Ses01M_script02_2_M049,LOOK WHAT WE GOT HERE P P P 
Ses01M_script02_2_M050,IT'S NOT CHAMPAGNE   SOUND OF FIZZING  
Ses01M_script02_2_M051,ARE YOU COLD  HUH  DO YOU WANT TO GO HOME  
Ses01M_script02_2_M052,  
Ses01M_script02_2_M053,IF WE'RE REALLY QUIET  THE FISH MIGHT COME  SOUND OF BUBBLING WATER  
Ses01M_script02_2_M054, 
Ses01M_script01_3_M000,YEAH  IT KINDA WENT OUTTA STYLE  DIDN'T IT  
Ses01M_script01_3_M001,I'M NOT SORRY YOU CAME 
Ses01M_script01_3_M002,MY NAME IS 
Ses01M_script01_3_M004,WAH  BEEP BEEP BEEP BEEP BEEP 
Ses01M_script01_3_M006,HE'S DEAD 
Ses01M_script01_3_M007,YEAH P P 
Ses01M_script01_3_M009,AND I LOVE YOU I LOVE YOU 
Ses01M_script01_3_M014,WHY DIDN'T YOU  
Ses01M_script01_3_M016,BUT WHY DIDN'T YOU LET ME KNOW  BECAUSE 
Ses01M_script01_3_M018,I KISSED YOU  I I I KISSED I KISSED ANNIE 
Ses01M_script01_3_M019,I KISSED YOU 
Ses01M_script01_3_M020,DO YOU WANT TO GO SOMEWHERE  HUH  LET'S LET'S GO  LET'S GO  NO  WHAT  
Ses01M_script01_3_M021,NO  NO  IT'S NOTHING LIKE THAT 
Ses01M_script01_3_M022,I DON'T KNOW IT'S IT'S COMPLICATED BUT IT'S GOING WELL FOR ME NOW 
Ses01M_script01_3_M023,I DON'T KNOW 
Ses01M_script01_3_M024,IT'S KIND OF ALL MIXED UP WITH ALL THESE OTHER THINGS 
Ses01M_script01_3_M025,CAN YOU KNOW OVERSEAS THAT I WAS IN COMMAND OF A COMPANY  
Ses01M_script01_3_M026,WHY LOST HIM 
Ses01M_script01_3_M027,PRETTY MUCH ALL 
Ses01M_script01_3_M028,IT TAKES A WHILE TO TOSS SOMETHING LIKE THAT OFF  I MEAN  THEY WEREN'T JUST MEN  YOU KNOW 
Ses01M_script01_3_M029,LIKE FOR INSTANCE THERE WAS THIS ONE TIME WHEN THIS KID IT HAD BEEN RAINING FOR LIKE SEVERAL DAYS AND HE GAVE ME HIS LAST PAIR OF DRY SOCKS 
Ses01M_script01_3_M030,HE JUST PUT IT IN MY POCKET  NO  THAT'S THE KIND OF GUYS I HAD 
Ses01M_script01_3_M031,THEY DIDN'T DIE THEY KILLED THEMSELVES FOR EACH OTHER AND I MEAN THAT EXACTLY YOU KNOW  A LITTLE MORE SELFISH AND THEY'D ALL BE HERE TODAY 
Ses01M_script01_3_M032,AND I HAD THIS IDEA AS I WAS WATCHING THEM GO DOWN LIKE EVERYTHING WAS BEING DESTROYED  YOU KNOW  BUT I FELT LIKE THIS ONE NEW THING WAS BEING MADE  YOU KNOW  IT WAS KIND OF LIKE THIS THIS MONUMENT 
Ses01M_script01_3_M033,YOU KNOW THAT THEY WERE BRINGING SOMETHING ONTO THIS EARTH  KIND OF SACRIFICES  YOU KNOW 
Ses01M_script01_3_M034,AND I THOUGHT IT WOULD IT WOULD CHANGE EVERYTHING  YOU KNOW  AND I GOT BACK HERE AND IT WAS IT WAS LIKE NOTHING HAD CHANGED AT ALL 
Ses01M_script01_3_M035,YOU KNOW  I I WENT TO WORK WITH WITH DAD AND I STARTED THAT WHOLE RAT RACE AGAIN 
Ses01M_script01_3_M036,AND NO ONE HAD CHANGED IT WAS JUST LIKE A SORT OF RANDOM BUS ACCIDENT TO THEM 
Ses01M_script01_3_M037,DRIVING MY NEW CAR AND I FELT GUILTY  YOU KNOW  OPENING MY BANK BOOK  SEEING A NEW REFRIGERATOR 
Ses01M_script01_3_M038,BECAUSE YOU CAN TAKE THOSE THINGS OUT OF A WAR  BUT YOU HAVE TO REALIZE THAT THOSE THINGS CAME OUT OF THE LOVE THAT A MAN CAN HAVE FOR ANOTHER MAN 
Ses01M_script01_3_M039,AND IF YOU CAN'T SEE THAT  THEN IT'S JUST LOOT AND THERE'S BLOOD ALL OVER IT 
Ses01M_script01_3_M040,I FELT ASHAMED AND I DIDN'T WANT ANY PART OF IT  I GUESS THAT INCLUDED YOU TOO 
Ses01M_script01_3_M041,I DON'T WANT YOU TO KNOW ANYTHING 
Ses01M_script01_3_M043,I'LL MAKE A FORTUNE FOR YOU 
Ses01F_impro04_M000,HAVE YOU TRIED UH CRAIGSLIST  
Ses01F_impro04_M001,YEAH 
Ses01F_impro04_M002,NO  THERE'S REGULAR JOBS ON THERE 
Ses01F_impro04_M003,I'M UNABLE TO PROCESS AUDIO FILES  THEREFORE  I CANNOT PROVIDE A TRANSCRIPT 
Ses01F_impro04_M004,I'M JUST SAYING I HAVE A FRIEND THAT GOT A GOOD JOB ON IT  SO I'M JUST RECOMMENDING IT 
