ID,transcription
Ses02M_impro06_M002,I GUESS YET WE SAW IT COMING AND SHE LASTED A LOT A LOT LONGER THAN A THEN THEY EXPECTED BUT NOW AND WHAT IT ACTUALLY HAPPENS AND BART
Ses02M_impro06_M003,I MEAN AT LEAST AF SHE WAS HOME HE WASN'T IN THE HOSPITAL ANY MORE AND
Ses02M_impro06_M004,SHEWAS WITH EH SHE WAS A GARRY AND  AN SAID THAT A SHE WAS JUST SA SITTING THERE AND AND WENT TO SLEEP AND CLOSED HER EYES AND HOW'S IT
Ses02M_impro06_M005,E AMH ATS NOT AS RUGH ON ME AS HIS UNC ON HIM BUT I
Ses02M_impro06_M006,GOTS AND WE SPEND SO MUCH TIME WITH THEM AND JUST REALLY HE SA REAL EALLY WEIRD THAT IWER NOT GOING TO BE ABLE TO SEE HER ANY MORE AND GO
Ses02M_impro06_M007,OOUT TO DIERON DO WE A THE TRIPS TO CALIFORNIA I MEAN E
Ses02M_impro06_M008,SSET HOW NOW I SETTLED SETE WEIRD THING NOW
Ses02M_impro06_M009,NOT BENBLE TO SEE ANY ONE AGAIN WHO KNOWS WHERE THEY REALLY WENT O O I GUESS YOUJUST HOPE THAT OREVER THEY ARE NOW IF IT'S ANYWHERE THE 'S BETTER MEAN
Ses02M_impro06_M010,SHE IS LE
Ses02M_impro06_M011,YES SHE CARRED ABOUT ALL OF US AND SHE IS GREAT
Ses02M_impro06_M012,HE'S SO LOTTING EVERYBODY IN HIM
Ses02M_impro06_M013,CASH HATED ATEAS HER GO
Ses02M_impro06_M014,MIRGANA WEARE ALL GOING TO TAKE A TRIP TO EUROPE YOU KNOW E
Ses02M_impro06_M015,ER
Ses02M_impro06_M016,AS  IS DON'T GET IT IKE THEREIS NOTHING YOU CAN DO ABOUT IT YOU KNOW IT HITS LAKE IT'JUST OUT OF YOUR CONTROL AND
Ses02M_impro06_M017,SUS MAKES THAT MUCH HARDER DEAL WITH AS MUCH AS YOU WANT A YEO MAKE HER BETTER SEE ER NOT IN ANY PAIN IT'S LIKE JSNO HAS A LINE OF ITS OWN Y
Ses02M_impro06_M018,AND THEN SHE'S GONE
Ses02M_impro06_M019,WELL WHEN I APPRECIATE YOU NO WORD TOCTNOR ME I MIN A DEAVINLY HOUSE
Ses02M_impro06_M020,TO TALK TO SOMEBODY WUT
Ses02M_impro06_M021,SCIRTA WHILE I TAY
Ses02M_impro06_M022,JA
Ses02M_impro06_M023,
Ses02M_impro01_M001,YI STER I WANT TO GET THIS SIR DONAN
Ses02M_impro01_M002,MI SEARY WAR HANDS
Ses02M_impro01_M003,AH NO I GOME A DRIVER LICENE SO
Ses02M_impro01_M004,AH SORR I I FORGOT IM  MAN I GOT IT
Ses02M_impro01_M005,WE WILL I'S A DROG DRIVERS LIZE IN SIDEWORK
Ses02M_impro01_M007,WHAT I YOU TELLING ME I WAITED IN THAT HUGE LINE TO GO AND SIT DOWN AND GET MY NUMBER CALLED AFTER
Ses02M_impro01_M008,THREE HOURS ANI
Ses02M_impro01_M009,SHOULDN'T THEY HAVE LAKE TOLD US ABOUT THAT I BE WET WHY WHY WITD THA'D MAKE ME GO AND WAIT THROUGH OUT IF I GOT O GO AND DO IT AGAIN
Ses02M_impro01_M010,IT STAND I MAU I DON'T WORK AT THE D M B WELL HOW I SUPPOSE TO KNOW THAT LAY I I STAND IN LINE I GET MY
Ses02M_impro01_M011,FILLED OUT THE APPLICATION RIGHT DIDN'T I
Ses02M_impro01_M018,YOU SHOULDN'T YOU HAVE LIKE A SIGN OR SOMETHING MAYBE I O OF A ACCOUNT WHEN YOU GET THE APPLICATE MAYBE ON THE APPLICATION
Ses02M_impro01_M019,WET WA I DIDN'T GO TO A WEB'S EYE WHY DO I WHY WOULD I NEED IT'S THE D M V YOU COME TO THE D  V YOU WAIT AND LINE FOR THREE HOURS AND THEN YOU GO HOME
Ses02F_impro07_M000,SO HAS HE GONE
Ses02F_impro07_M001,GOT WHAT WHERE
Ses02F_impro07_M002,OH NO WAY
Ses02F_impro07_M003,ARE YOU GOING TO GO YOU GOIN
Ses02F_impro07_M004,AH THAT'S NI
Ses02F_impro07_M005,FIRST CHOICE AH HA THAT'S SO HOSS AND NOW LHAT YOU CANTO BE YOURE GIN TO BE HERE HENA
Ses02F_impro07_M006,E YO CATULLY I'S GOT A OF
Ses02F_impro07_M007,A I
Ses02F_impro07_M008,LEL
Ses02F_impro07_M009,FI DON
Ses02F_impro07_M010,AHA HA HA HA HOUR
Ses02F_impro07_M011,FOUD AND SKILNLY NE
Ses02F_impro07_M016,SO
Ses02F_impro07_M017,RIGHT RIHT RIGH A MAN THAN YOU GET YOU GENOUG TO DO A ORIENTATION I GOSS A
Ses02F_impro07_M018,HOW WE ARE SOME THAT
Ses02F_impro07_M019,O YOU CAS YOU YOU INTO THE CAMP AS BEFORE I YOULI
Ses02F_impro07_M023,I MAY ALI
Ses02F_impro07_M027,NO A THA
Ses02F_impro07_M028,LY LIKE A YOU A FAN OR A STUDENT YOU KNOW YOU STUDIA AA A A AH MEN THAT S OSSUM
Ses02F_impro07_M029,THE NAME OW I YOU A SEE GRADUAT NO SHE NOW TATI
Ses02F_impro07_M034,NUW CLOSE O THE BEE CHO MEAN CHEESE
Ses02M_impro08_M000,I COUSIMER SERVICE TISTE
Ses02M_impro08_M002,T RIOT NOW YE I KNOW IT IS IT IS A LITTLE LOF FRUSHRIA ATHIN
Ses02M_impro08_M003,IL I'LL I GIVE YOU A LIT A LITTLE HIT NEXT TIME IF IT ASKS IF YOU'RE ON A RODERY PHONE YOYOU KNOW JUST STAY ON THE LINE INSTEAD OF INSTEAD OF HATING ONE OR TWO TO SAY IF YOU'RE ON LIKE A TOUCHSTONE
Ses02M_impro08_M004,TEN LIKE YOUR ON A RODERY FON GO STRAIGHT THROUGH TO A PERSON
Ses02M_impro08_M005,I KNOW THEY DON'T TELL YOU THAT KIND OF FOWR
Ses02M_impro08_M007,JUT YET ALL RIGHT WILL LITTLE IN ME OUT LET ME LOOK IT UP HERE FOR SECOND I DON'T  I
Ses02M_impro08_M008,ME OKE AR YA I WRITE TO SEE IT ON ME
Ses02M_impro08_M009,ALL RIGHT WELL LA YOU KNOW THAT'S WE HAVE ALL OUR PROTECTION PLANS FOR AND EVERYTHING LIKE THAT SO I MEAN IT'S
Ses02M_impro08_M010,IT'LL IT'LL WORK OUT FINE D
Ses02M_impro08_M011,YO WEL WE'LL GET WE'LL GET RID OF IT RIGHT NOW I MEAN JUST I WT WE'RE GONG TO HAVE TO HAVE YOU A SUBMIT SOMETHING YOU KNO WE GONG HAVE TO HAVE YOU MAIL SOMETHING IN FOR US THAT'S WY CASE
Ses02M_impro08_M012,SO SO YOU CAN NO FIND THAT APPLICATION YOU HAVE THE INERNECT YOU CAN GO T OUR WEBSIZE
Ses02M_impro08_M013,YES YES WE GET THE FORM RAIN NOW AND YE
Ses02M_impro08_M014,WE COULD MAIL IT TO USE WELL BUT I
Ses02M_impro08_M015,RIGHT YOU GO ON LINE PRINT IT OUT JUST FILL UT THE FORM AND A SEND IT TO US AH YOU KNOW REGARDING THE GRIEVANCE AND
Ses02M_impro08_M016,AND IFIL GET TAKEN OFFA NO PROBLEM YOU KNOW WHY
Ses02M_impro08_M017,BRITE ANY REMITE
Ses02M_impro08_M018,NO CAT
Ses02M_impro08_M019,IHAVE YOU BEEN SHOPPING AROUND ON THE INNER NET AND STOPOMING THE GAG
Ses02M_impro08_M020,I MEAN USUALLY A SIZER ARE PRETTY WELL PROTECTED BUT SOMETIMES I MEAN THE INFORMATION GETS OUT SO
Ses02M_impro08_M021,SO IT IS A LITTLE WELL HARDER IN THAT SITUATION IF YOU WANT YOU KNOW YOU CAN A  WE WE CAN WE CAN ISSUE ANOTHER CREDITCARD MA
Ses02M_impro08_M022,WHY A MAYBE BOLA
Ses02M_impro08_M023,IDIVEN NO MERR
Ses02M_impro08_M024,YES YO HE LA
Ses02M_impro08_M025,YET  BUT FOR FOR THAT FOR THAT CHARGE WE WILL NEED YOU SEND SOMETHING IN BUT A WE CAN GET YOUR PROCESS IMMEDIATELY FOR THIS SURFACE FOR THIS NEW CARD STILL GOES THE SAME ADDRESS RIGHT
Ses02M_impro08_M026,O K ALL RIGHT THEN WULA WILL GET IT SCENT OUT THERE AND
Ses02M_impro08_M027,AND YOU KNOW JUST I MEAN BE CAREFUL IN T E FUTURE IF EM
Ses02M_impro08_M028,IF YOU'RE EVER ON LINE OR ANYTHING LIKE THAT I MEAN JUST MAKE SURE IT'S A I'S A SECURE SIGHT AND
Ses02M_impro08_M029,AND NEVER YOU KNOW GIVE IT TO ANYONE I'LL GIVE NEVER GIVE OUT YOUR NUMBER TO TO ANYLIKE UNUNRELIABLE COMPANY COMPANY THAT OU HEVE'R HEARD OF ER ANYTHING LIKE THAT RIGHT KASANWE WI WE WANT IT WE DEFINLLY WANT TO HELP YOU OUT BUT
Ses02M_impro08_M030,I DON'T HE GETS GETS DIFFICULT YOU KNOW SO HE E IYES HIM ALL RIGHT UP
Ses02M_impro08_M031,ALL IGHT AM SORRY FOR II'LL THINK ME HERLL GET IN CARE
Ses02F_script02_1_M000,WHAT TIME IS IT THERRE SUPPOSED TO RUN AROUND MIDNIGHT
Ses02F_script02_1_M001,NOW THIS GREAT ISN'T IT LIKE THE NIGHT WE GOT HERE COULDN'T BE BETTER
Ses02F_script02_1_M002,I WOULD HAVE LIKE TO HAVE GONE A LITTLE FURTHER UP THE COAST GET AWAY FROM THE LIGHTS IN THE PEOPLE BUT WAS AFRAID WE'D MISS IT
Ses02F_script02_1_M003,HOWE YOU DOING
Ses02F_script02_1_M004,IS THAT AH IS THAT JUST FO CAN OVEN TELL
Ses02F_script02_1_M005,EI GUESS WE CAN'T TELL IT PROBABLY IS AT AT RIGHT PROBABLY UNMISTAKABLE DON'T YOU THINK
Ses02F_script02_1_M006,HEYDOIN YAW YOU KNOW WHAT I FORGOT FORGOT TO BRING MY FLASHLIGHT O HOW COULD I BE SO STUPID I SHOULD HAVE BROUGHT MY FLASHLIGHT
Ses02F_script02_1_M009,OL SURELY
Ses02F_script02_1_M010,RIGHT OF COURSE  AR FLASHLIGHT MINE AND YOURS I MEAN ME FLASH LIGHT A SOUX FLASH LIGHT NATURALLY
Ses02F_script02_1_M012,I WONDER DO THEY ALWAYS RUN DURING A FULL MOON I CAN'T REMEMBER WHOS FULL LAST YEAR YOU REMEMBER
Ses02F_script02_1_M013,HE COLD FL ON MY JACKET SHOULD ROB THE BLANKET OR PLANKET
Ses02F_script02_1_M014,TAS GREAT ISN'T IT SIX PACK WOULD BE JUST THE TICKY RAN NOW
Ses02F_script02_1_M015,I CAN BELIEVE FO FORGOT LIKE A KID S AMAZING I GOT OUT OF THE HOUSE OF MY FLIES IFT
Ses02F_script02_1_M016,YOU THINK THEY CAN HEAR US TALK OR FEEL THE VIBRATIONS IN THE SAND WHEN WE MOVE AROUND
Ses02F_script02_1_M017,YOU OT MY JACKET
Ses02F_script02_1_M019,RIGHT
Ses02F_script02_1_M020,AND IT'S MY POINT TOO
Ses02F_script02_1_M021,NO THAT'S NOT MY POINT THE POINT IS THERE'S NO POINT IN COMING DOWN IF WE JUST LEAVE DON'T YOU WANT TO SEE IT
Ses02F_script02_1_M024,THINK ABOUT THE PEOPLE IN KANSAS THEYRE TO GET PLAIN TICKETS AND HOTEL RESURVATIONS T SEE THIS WE LIVE FORTY MINUTES AWAY IT'S TOO GOOD TO PASS UP
Ses02F_script02_1_M025,YE BUT THAT MOMENT ON THE BEACH IS THE HIGH LIHT OF THEIR LITTLE LIVES ALL THAT FLOPPING IS LAYING EGGS OR WHAT TO YOU SPAWNING OR MADING I MEAN
Ses02F_script02_1_M026,HERE'S A BIG KNIGHT FOR THESE GUISE LIFE'S LAST ORGY
Ses02F_script02_1_M028,ALL RIGHT BUT IT'S IT'S FISH THAT DO SOMETHING THAT NONE OF THE OTHER FISH DO LIKE THE SWALLOWS WERE TURNING INTO CAPASTRONO OR THE LEMINGS THROWING THEMSELVES OFF THE CLIFFS AND
Ses02F_script02_1_M031,I DON'T GET IN THE FIRST TIME WE CAME HERE YOU SAID IT WAS THE PAST NIGHT O YOUR LIFE
Ses02F_script02_1_M033,WE WEREN'T IN A GOOD SPOT
Ses02F_script02_1_M035,THERE IS THAT AH NO LET'S JUST SEEWEED ISN'T IT
Ses02F_script02_1_M036,A THIS GREAT ISN'T IT I WOULD THITSIS FOR ANYTHING HERE THINK ABOUT THIS I KNOW YOU'RE NOT INTERESTED BUT THINK ABOUT THIS
Ses02F_script02_1_M039,ALL IS ONE THIS TIME RELEASE INSTINCTUAL LITTLE FIRECRACKER WENT OFF AND THEY ALL TURNED AND FORMED A LINE AS LONG AS THE CALIFORNIA COAST AND STARTED SWIMMING AND THEY'RE SWIMMING RIGHT NOW IS IT THAT'S ALL THAT MATTER
Ses02F_script02_1_M040,IT'S LIKE SINGLE MINDEDNESS WITH NO MIND ITS URGENCY THATS PURE URGE THEY THEY DON'T KNOW WHAT DRIVES THEM THEY DON'T ASK IT A QUESTION OR GIVE IT A NAME
Ses02F_script02_1_M041,JUST TURN AS ONE AND START THE SWIM THAT BRINGS THEM RIGHT HERE TO WHERE WE STAND FOR A MASS OF CELEBRATION OF SEXOND DEATH
Ses02F_script02_1_M042,AH GA GIVE MYSELF A GOOSE BONXS LIKE ALL MY HAIRS ARE POPPED UP
Ses02F_script02_1_M043,WELL SO WAD YOU THINK
Ses02F_script02_1_M044,WHAT I SAYING
Ses02M_script02_1_M000,WHAT TIME IS IT FOR SUPPOSE TO RUN AROUND MIDNIGHT
Ses02M_script02_1_M001,AH THIS GREAT ISN'T ILIEN LOOK AT THE NIGHT WEE GOT HERE COULDN'T BE BETTER
Ses02M_script02_1_M003,ARE YOU JOIN
Ses02M_script02_1_M004,WHA'S THAT IS THAT SUCH A POL  I CAN'T EVEN TELL
Ses02M_script02_1_M005,ALTHOGH I GUESS WE CAN'T TELL PROBABLIES IN THEM PROBABLY UNMISTAKABLE DON'T YOU THINK
Ses02M_script02_1_M006,HOW YOU DO IT OU KNOW WHT I'V FORGOTN I FORGOT TO BRING MY FLASH LIGHT HOW HOW CAN I FORGET TO BRING MY FLASH LIKHE E TO BE SO STUPID
Ses02M_script02_1_M013,YOU COLD NOR A JACKET WE SHOULD HAVE BOUGHT THE BLANKET OUR BLANKET HOW COULD WE FORGET TO BRING THE BLANKET
Ses02M_script02_1_M014,AH SIX PACK THAT'S SHOLD BROUD SIX TO SIX PAT WOULD BE JUST TO TICKET RIGHT NOW AH HOW CULD I FORGET
Ses02M_script02_1_M015,OMA'MLIKE A KID IT'S A MAZING I GOT OUT OF THE HOUSE IT MY FLIS ET
Ses02M_script02_1_M016,YE THINK THINKINA HEARE US TALK OR FILL OF VIBRATIONS IN THE SAND WE MOVE AROUND
Ses02M_script02_1_M023,HONEY THIS IS A NATURAL PHENOMENON AND IT'S ONLY HAPPENS ONCE A YEAR
Ses02M_script02_1_M024,THINK ABOUT THE PEOPLE IN KANSAS THEY TAND TO GET UP PLAIN TICKET AND HOTEL RESERVATIONS TO SEE THIS WE LIVE FORTY MINUTES AWAITS TOO GOOD TO PASS UP
Ses02M_script02_1_M025,YET BUT THAT MOMENT ON THE BEACH IS THE HIGH LIGHT OF THEIR LITTLE LIVES AND ME ALL THAT FLOPPING IS LAYING EGGS OR WHAT DO YOU MATING OR SPAWNING SOMETHING LIKE THA
Ses02M_script02_1_M026,THIS THE BIG KNIGHT FOR THESE GUIES LIFES LAST ORGIA
Ses02M_script02_1_M028,O  BUT IT'S FISH THAT DO SOMETHING NONE OF THE OTHER FISH DO LIKE THE SWALLOWS RETURNING TO CAPASTRANA OR THE LEMMINGS THROWING THEMSELVES OFF THE CLIFFS
Ses02M_script02_1_M029,YOU KNOW THERE'S LIKE THERE'S A SET MYSTERY HERE A MAGIC THES BIT IT THE UNEXPLAINABLE I DON'T SEE HOW YOU CANNOT BE INTERESTED
Ses02M_script02_1_M035,THEREIS THAT AH NOIS INSTER SEAWEED ISN'T IT
Ses02M_script02_1_M036,THIS THIS GREAT ISN'T IT I WOULDN'T MISS THIS FOR ANYTHING NOW LISTEN TO THIS I KNOW YOU'RE NOT INTERESTED BUT JUST LISTEN
Ses02M_script02_1_M037,OUT THERE SOMEWHERE THERE'S THIS HUGE MASS OF SILVER FISH HADED THIS WAY
Ses02M_script02_1_M038,THEY DON'T KNOW WHY WE DON'T KNOW WHY THEY DIDN'T TAKE A VOTE OR ANYTHING THEY DIDN'T GET A MAP OR AN INVITATION
Ses02M_script02_1_M039,JUST ALL IS ONE THIS LITTLE TIME SENSITIVE FIRECRACKER INSTINCTUAL FIRECRACKER IN THEIR BODIES  WON OFF AND ALL IS ONE THEY TURNED AND FORMED A LINE AS LONG AS THE CALIFORNIA COAST AND STARTED SWIMMING THEY'RE SWIMMING RIGHT NOW AS IF THAT'S THE ONLY THING THAT MATTER
Ses02M_script02_1_M040,S IT'S ITS SINGLE MINDEDNESS WITH NO MIND ITS URGENCY THAT'S PURE URGE THEY DON'T KNOW WHAT DRIVES THEM THEY DON'T ASK IT A NAME OR YOU DON'T ASK IT A QUESTION I
Ses02M_script02_1_M041,THEY JUST TURN AS ONE AND START THE SWIM THAT BRINGS THEM RIGHT HERE TO THIS BOT WHERE WE STAND FOR A MASSIVE CELEBRATION OF SEX AND DEATH
Ses02M_script02_1_M042,COLLICKAR ME I'M GIVE MYSELF GOOSEBUBS ALL MY HAIRS ARE POPPAN
Ses02F_script01_1_M011,WHY SHOULDN'T HE DREAM OF HIM AND WALK THE NIGHTS WAITING FOR HIM DO WE CONTRADICT HIM THAT DO WE STAY STRAIGHT OUT THAT WE DON'T HAVE ANY HOPE ANY MORE THAT WE HAVEN'T HAD HOPE FOR YEARS NOW
Ses02F_script01_1_M013,FOR GOD'S SAKE IT'S BEEN THREE YEARS NOBODY COMES BACK AFTER THREE YEARS IT'S INSANE
Ses02F_script01_1_M017,AND I ASK HER TO MARRY ME
Ses02F_script01_1_M021,THEN IT ISN'T JUST MY BUSINESS
Ses02F_script01_1_M023,SHE'S NOT LARRY'S GIRL HERE
Ses02F_script01_1_M025,TO HOW WOULD THAT
Ses02F_script01_1_M027,WELL SHE DOES AND THAT'S THE END OF IT BUT FROM HER LETTERS I THINK SHE'S FORGOTTEN HIM I'LL FIND OUT AND THEN WE'LL THRASH IT OUT WITH DAD RIGHT MOM DON'T AVOID ME
Ses02F_script01_1_M029,BECAUSE IT IS
Ses02F_script01_1_M036,I'VE BEEN A GOOD SON TOO LONG A GOOD SUCKER I'M THROUGH WITH IT
Ses02F_script01_1_M037,THE BUSINESS THE BUSINESS DOESN'T INSPIRE ME
Ses02F_script01_1_M038,YES I LIKE IT AN HOUR A DAY IF I'M GOING TO GRUB FOR MY MONEY ALL DAY LONG AT LEAST IN THE EVENING I WANT IT BEAUTIFUL
Ses02F_script01_1_M040,YES ON THIS I WOULD
Ses02F_script01_1_M043,I AM THINKING THAT WAY
Ses02F_script01_1_M044,NOW YOU DON'T IM PRETTY TOUGH GUY
Ses02F_impro06_M000,HE A WHAT'S UP
Ses02F_impro06_M001,IL AS HORRIBLE
Ses02F_impro06_M002,I SON ER O THA
Ses02F_impro06_M003,NO
Ses02F_impro06_M004,I MEAN YOU KNOW AT LEAST A HEIS NOT ANY MORE PAIN NOW WRIGHT
Ses02F_impro06_M005,IT'S GOOD YOU KNOW IT I KNOW I AT HERS I KNOW I KNOW IT'S LIKE TO TO LOSE SOME ONE LIKE THAT
Ses02F_impro06_M006,TOGEY AT
Ses02F_impro06_M007,CASE AN YOUNOW YOU GATLE THE TIMES AND GUIS DID SPEND TOGETHER YOU KNOW AND THAT'S SOMETHING GOOD THAT YOU CAN LOOK BACK ON AND
Ses02F_impro06_M008,GREEN EALE
Ses02F_impro06_M009,WELL THAT'S IT'S GOOD NOT AT LEAST A I DON'T KNOW ANITS BETTER TO GO TO GO OUT THAT WAY THAN
Ses02F_impro06_M010,LET ME KNOW TE IN PAIN LIKE JUST A GRADUALS HORRIBLE PROCESS I MEAN
Ses02F_impro06_M011,BUT LOOK AT THE RAT HE LOOK THE LIFE HE DID GETTO LE I MEAN FOR HIS AGE YOU KNOW HE DONE SO MUCH AND IS
Ses02F_impro06_M012,EXACTLY HE'S MADE MADE A BIG IMPECT ON A LOT OF PEOPLE AND
Ses02F_impro06_M013,AND YOU'LL ALWAYS HAVE THAT AND O STILL YOU KNOW HAPPY FOR HIM THAT HE GOT TO DO SO MUCH BEFORE OR YOU KNOW ANY EVEN AFTER HE FOUND OUT LAST YEAR I MEAN
Ses02F_impro06_M014,A NOW IT DOESN'T BRING HIM BACK BUT
Ses02F_impro06_M015,UT A TOCATE BECAUSE NOW YE YOU KNOW SOS GO ON WITH YOUR LIFE AND A
Ses02F_impro06_M016,NO YOU'LL NEVER FORGET HIM
Ses02F_impro06_M017,Y NOW BUT YOU'RE NOT MEAN  I CAN FORGET IN THE PAINT'LL GO AWAY EVENTUALLY AA AM ORITLE IT'LL SUSILEN AT
Ses02F_impro06_M018,W THAT'LL BE ILLBE IT'LL BE BETTER THAT WAY I MEAN TIME OR TIME WILL TELLL TIME YIELS YOU KNOW AND IT'S GET A TOKET I MEAN WASN'T ANYBODY'S FAULT OR ANYTHING LIKE THAT SIR
Ses02F_impro06_M019,HEARTILY SOLLIN THAT WAY BUT HIS IS BETTER HE'S BETTER OFF NOW
Ses02F_impro01_M000,I WE A
Ses02F_impro01_M001,I LET ME SEE HIM UM WE NEED WE NEED YOUR ORIGINAL BURTH CERTIFICATE
Ses02F_impro01_M002,RIGT WELL WE STILL NEED IT
Ses02F_impro01_M004,IN SORRY
Ses02F_impro01_M017,CAPIT YOU RIGHT NOW YOU'RE HOLDING UP MORE PEOPLE IN LINE BY STANDING HERE AND LETTING
Ses02F_impro01_M019,A OFFICIAL DOCUMENTATION IN
Ses02F_impro08_M003,AGAIN
Ses02F_impro08_M005,AND YOU YOU DO THAT YOU DO THAT NOW I DON'T HAVE TO GET LIKE TRANSFERRED THROUGH OR ANYTHING LIKE THAT
Ses02F_impro08_M006,LAT'S GOOD
Ses02F_impro08_M007,I AD DON'T WANT TO MAKE SURE IT'S LIKE A A A NICE HOTEL IN I MEAN ER TO BE PAYING A LOT OF MONEY FOR THIS SO I DON'T WANT I DON'T WANT A TENOTE WANDN'T WANT IT TO BE A WASTE OF TIME
Ses02F_impro08_M008,OUQUT SO
