ID,transcription
Ses01F_script01_3_M033, THEN I CAME HOME AND IT WAS INCREDIBLE  YOU KNOW THE WHOLE THING WAS JUST KIND OF THIS RANDOM BUS ACCIDENT YOU KNOW  I WENT BACK TO THE RAT RACE AGAIN  I WENT TO WORK
Ses01F_script01_3_M036, AND I DIDN'T WANT ANY OF IT I GUESS THAT INCLUDED YOU
Ses01F_script01_3_M037, I JUST WANT YOU TO KNOW
Ses01F_script03_2_M001, HOWEVER  I BELIEVE THE REAL CAUSE OF THAT ROW WAS PETER BURTON
Ses01F_script03_2_M002, I KNEW NOTHING OF THE SWORD YOU TOOK PRESENTS FROM HIM
Ses01F_script03_2_M004, YOU WENT OUT OF YOUR WAY TO TORTURE ME OVER PETER BRENNAN
Ses01F_script03_2_M007, WHAT ABOUT ME 
Ses01F_script03_2_M010, I'LL HAVE A LITTLE I THINK
Ses01F_script03_2_M011, NO PARTICULAR REASON  ANYHOW THEY'RE VERY SMALL ONES
Ses01F_script03_2_M014, REALLY AMANDA 
Ses01F_script03_2_M016, YOU'RE GOING OUT SOMEWHERE  DEAR
Ses01F_script03_2_M018, WELL  AS A MATTER OF FACT  YES  THAT'S PERFECTLY TRUE
Ses01F_script03_2_M019, YES IT IS
Ses01F_script03_2_M020, REALLY  IT'S PRETTY DIDN'T HAVE ANY BRANDY  YOU KNOW  I WANT TO MAKE YOU A LITTLE LESS DISAGREEABLE
Ses01F_script03_2_M021, SNAP  SNAP  SNAP YOU KNOW YOU KNOW LIKE A LITTLE ADDER
Ses01F_script03_2_M022, NONSENSE THEY HAVE A BAG OF VENOM BEHIND THEIR FANGS AND THEY SNAP THEY SNAP
Ses01F_script03_2_M023, DID YOU SEE MUCH OF PETER BURTON AFTER OUR DIVORCE 
Ses01F_script03_2_M024, AND I SUPPOSE YOU LET HIM KISS YOU A GOOD DEAL MORE THAN TWO OH  YES  I SUPPOSE YOU GUYS HAD A RIDE THIS TIME  HUH  ALL OUT NO RESTRAINT AT ALL WELL  YOU NEVER REALLY HAD MUCH ANYHOW
Ses01F_script03_2_M025, I THINK I'M NOT IN THE LEAST BIT DRUNK
Ses01F_script03_2_M026, I THINK I MENTIONED ONCE BEFORE THAT I HAVE HAD THREE MINUTE LIQUOR GLASSES THE WHOLE EVENING LONG A CHILD OF TWO CAN I CAN DRUNK ON THAT
Ses01F_script03_2_M027, IT'S VERY INTERESTING AMANDA HOW ABOUT A CHILD BEFORE  YOU WATCH OUT TO SIX  SO A CHILD OF NINE GOOD LITTLE CONVERSATION GOING ON ABOUT THIS  YOU KNOW  AND TEMPERATE TAUT
Ses01F_script03_2_M029, BUT YOU BETTER TURN THAT OFF I DON'T WANT TO WAKE UP THE PEOPLE UPSTAIRS
Ses01F_script03_2_M030, WELL THEN YOU MIGHT GET THE PEOPLE DOWNSTAIRS
Ses01F_script03_2_M031, THIS IS NO TIME OF YEAR FOR TUNIS
Ses01F_script03_2_M032, I WILL DO NO SUCH THING
Ses01F_script03_2_M033, WE TURNED THAT OFF IT'S DRIVING ME MAD
Ses01F_script03_2_M034, TURN IT OFF
Ses01F_script03_2_M035, AMEN  LISTEN  LISTEN LISTEN
Ses01F_script03_2_M036, OH  IT'S VERY AMUSING INDEED
Ses01F_script03_2_M037, YOU ARE A VILE  TEMPERED  LOOSE LIVING  WICKED LITTLE BEAST  AND I NEVER WANT TO SEE YOU AGAIN AS LONG AS I LIVE
Ses01F_script03_2_M038, YOU'RE NOT GOING LIKE THIS
Ses01F_script03_2_M039, GOOD NIGHT
Ses01F_script03_2_M040, SHUT UP SHUT UP I WOULD MARRY YOU AGAIN IF YOU CAME CRAWLING BACK TO THE OTHER BEND OF KNEE YOU ARE VILE YOU'RE TEMPERING I MEAN LITTLE WENCH AND I NEVER WANT TO SEE YOU AGAIN AS LONG AS I LAY
Ses01F_script02_2_M000, LOOK AT THIS  ALL THE HAIRS WERE STANDING UP IN MY ARM
Ses01F_script02_2_M001, WELL  SO WHAT DO YOU THINK 
Ses01F_script02_2_M002, SO WHAT I WAS SAYING
Ses01F_script02_2_M006, CARLA  CAN I ASK YOU SOMETHING NOW  DON'T TAKE THIS THE WRONG WAY  BUT I'LL JOIN YOUR PERIOD
Ses01F_script02_2_M016, OKAY  SO YOU WERE FINE DOING THAT PHONE CALL FROM MARCH AND THEN DINNER WAS OKAY AND DOING THE DISHES WAS FINE AND THEN I WAS GONNA TAKE A SHOWER AND YOU'RE WATCHING THE NEWS AND YOU SAID THE GRUNNIONS ARE RUNNING TONIGHT YOU WANT TO GO AND I SAID SURE GREAT LET'S GO
Ses01F_script02_2_M017, OKAY  SO I'M PUTTING OUT THE PADS  GETTING THE CAR TO THE GARAGE
Ses01F_script02_2_M019, IT'S WHEN WE WERE DRIVING PAST THAT NICKERBACHER LIQUOR LOCKER YOU SAID LET'S GET SOME CHAMPAGNE AND I SAID NO LIKE TIMES OF WASTING OR SOMETHING LIKE THAT
Ses01F_script02_2_M021, SURE  ALL RIGHT  OKAY
Ses01F_script02_2_M022, THIS IS WHERE THE MORE DANCE
Ses01F_script02_2_M023, DO YOU WANT ME TO GO GET SOME CHAMPAGNE 
Ses01F_script02_2_M024, LET'S TAKE OUT YOUR SHOES
Ses01F_script02_2_M026, DO YOU WANT TO GET MARRIED AGAIN 
Ses01F_script02_2_M033, YES  IT IS
Ses01F_script02_2_M037, MAYBE IF YOU'RE WITH SOMEONE ELSE TOO
Ses01F_script02_2_M038, I JUST  I KNOW I DON'T MAKE YOU HAPPY
Ses01F_script02_2_M040, THEY DON'T ACTUALLY KNOW THAT YOU MENTIONED IT NO I DON'T
Ses01F_script02_2_M042, GOT A GREAT VIEW OF THE MOON FROM HERE THOUGH HUH 
Ses01F_script02_2_M043, 
Ses01F_script02_2_M044, AND LOOK WHAT I GOT HERE
Ses01F_script02_2_M046, THIS IS
Ses01F_script02_2_M047, DO YOU WANT TO GO HOME  BE COLD
Ses01F_script02_2_M048, THEY'RE VERY QUIET THE FISH MIGHT COME
Ses01F_script02_2_M049, WE'RE DONE
Ses01M_impro04_M014, WHAT 
Ses01M_impro04_M018, OKAY  OKAY  NO  NO  NO  NO  NO  NO  NO  NO  I NEED TO HEAR THIS MORE I DON'T KNOW  IT'S TIME  BRING IT
Ses01M_impro04_M023, I'M LIKE A SPONGE  I'M LIKE SOAKED UP WITH ALL THIS INFORMATION FOR LIKE THREE YEARS  I'M JUST DYING FOR A JOB TO LIKE PUT IT INTO
Ses01M_impro04_M025, SAME
Ses01M_impro03_M000, THE CRAZY THING THAT'S HAPPENING
Ses01M_impro03_M001, THIS IS INCREDIBLE SHE JUST OFFERED ME  50 000 TO MARRY HER
Ses01M_impro03_M003, WELL  SHE'S NOT A CITIZEN SO SHE WANTS TO GET A VISA
Ses01M_impro03_M004, NO  NO  NO  NO  NO  SHE JUST SHE'S NOT A CITIZEN BUT SHE WANTS A VISA YEAH  SHE'S GONNA PAY ME  50 000 TO MARRY HER AND STAY MARRIED HER TWO YEARS
Ses01M_impro03_M005, IT'S LIKE 25 000 DOESN'T KNOW THAT YOU'RE FORGETTING ABOUT THE AWESOME WISH
Ses01M_impro03_M006, SHE'S ACTUALLY FROM ENGLAND  I THINK  WELL  SHE HAD AN ACCENT AND EVEN IT HAS
Ses01M_impro03_M007,  50 000  50 000 OH  HE'S JUST OUT I JUST  WELL  SHE'S A FRIEND OF A FRIEND  BUT LIKE
Ses01M_impro03_M008, YEAH  CAN YOU BELIEVE IT  YEAH  SHE'S LIKE HEY  I'M LIKE GIRL YEAH  I'M LIKE 50 000 DOLLARS I TELL YOU YOUR 50 000 DOLLARS BUT THE ONLY THING IS THAT IT'S KIND OF LIKE ILLEGAL SO LIKE I COULD GO TO JAIL FOR LIKE A LONG TIME LIKE IT CAUGHT BUT
Ses01M_impro03_M010, I WAS LIKE I'M REALLY GONNA GET MARRIED
Ses01M_impro03_M011, YEAH 
Ses01M_impro03_M012, I KNOW WHAT DO THEY GET 
Ses01M_impro03_M013, YOU KNOW
Ses01M_impro03_M014, YEAH  I LIKE MAKER LIKE OPEN THE MAKE A COUNT STUFF TOO
Ses01M_impro03_M015, IT'S A GOOD IDEA
Ses01M_impro03_M016, I KNOW  OH  SO I GET TO LIKE PLAN A WEDDING NOW TOO  THOUGH
Ses01M_impro03_M017, SOMETHING BLUE SOMETHING YOU SOMETHING NO  NO SO YEAH  I WONDER IF SHE'S GONNA PAY ME UP FRONT  BUT DO YOU THINK THAT'S BAD THOUGH THINGS ARE GONNA LIKE TRACK THEM ON YOU OR SOMETHING 
Ses01M_impro03_M018, JUST CASH HARDCORE
Ses01M_impro03_M019, WHAT SHOULD WE DO  WHAT SHOULD WE GET MARRIED  WE SHOULD HAVE A PARTY
Ses01M_impro03_M020, YEAH  I LIKE A BIG LIFE I'M WINNING ON THE BEACH
Ses01M_impro03_M021, AND THEN WE CAN HONEYMOON I WANT TO GO TROPICAL DOWN WITH LIKE BAHAMAS OR LIKE THE TV OR SOMETHING IT'S ONE LIKE BEACH LIKE
Ses01M_impro03_M022, I DON'T MAKE HER PAY FOR THAT OH  I HEAR SHE'S LIKE TOTALLY WEALTHY SHE'S LIKE ROYALTY OR SOMETHING AND WHATEVER LIKE REMOVED OR SOMETHING YEAH
Ses01M_impro03_M023, I'M GONNA WIN THE MARIO BLUE BLOOD
Ses01M_impro03_M024, REHOMEY FAN
Ses01F_impro02_M001, I UNDERSTAND  YOU'VE ALREADY DONE SO MUCH  I DON'T KNOW WHY YOU HAVE TO GO BACK
Ses01F_impro02_M005, YOU CAN BE OKAY WITH THIS I DON'T KNOW WHY YOU'RE NOT I'M NOT A HUMAN
Ses01F_impro02_M009, I JUST DON'T SEE WHY IT HAS TO BE YOU
Ses01F_impro02_M010, WHAT AM I GONNA DO 
Ses01F_impro02_M011, YEAH
Ses01F_impro02_M012, DON'T YOU GUYS HAVE ACCESS TO COMPUTERS OVER THERE NOW 
Ses01F_impro02_M013, I JUST DON'T KNOW HOW I'M GONNA DEAL WITHOUT YOU
Ses01F_impro02_M014, I CAN'T RAISE A BABY BY MYSELF
Ses01F_impro02_M015, HELLO
Ses01M_script01_2_M000, WELL  MAYBE MAYBE ONE THIS YEAR
Ses01M_script01_2_M001, YOU GROW UP NEXT DOOR TO THE GIRL  WHY WOULDN'T YOU WANT TO SEE HER 
Ses01M_script01_2_M007, AND HOW DO YOU KNOW WHY SHE'S WAITED 
Ses01M_script01_2_M015, WHAT DOES THAT MEAN  ME ABOVE ALL HOW DOES THAT MEAN 
Ses01M_script01_2_M016, LOOK AT YOU YOU'RE SHAKING
Ses01M_script01_2_M017, THE HELL DO YOU WANT FROM ME  KATE 
Ses01F_impro05_M000, THANKS FOR WAITING
Ses01F_impro05_M001, YEAH  I HOPE YOU'LL BE
Ses01F_impro05_M002, GO AHEAD
Ses01F_impro05_M003, OKAY
Ses01F_impro05_M004, OKAY
Ses01F_impro05_M005, OKAY  GREAT I'M REALLY SORRY YOU DID SEE THAT WHAT'S YOUR LAST NAME  LET'S START THERE
Ses01F_impro05_M006, OKAY
Ses01F_impro05_M007, ALL RIGHT OKAY AND YOU LOST YOUR BAG  IS THAT THE ISSUE 
Ses01F_impro05_M008, UH HUH
Ses01F_impro05_M009, YEAH  I DON'T SEE
Ses01F_impro05_M010, I DON'T SEE ANY RECORD OF IT AND I USUALLY WHEN I DON'T SEE A RECORD OF IT THAT MEANS
Ses01F_impro05_M011, WE'VE MISTAKENLY LOST YOUR BAGGAGE WE'RE VERY SORRY I'M BEHALF OF JAPPLU I LIKE TO APOLOGIZE FOR ANY INCONVENIENCE I AM ALLOWED TO ISSUE YOU A  50 GIFT CARD  WHICH YOU CAN USE ANY FUTURE FLIGHTS YOU WANT TO TAKE WITH US I'M VERY SORRY ONCE AGAIN
Ses01F_impro05_M012, FOR SUCH AN INCONVENIENCE IN YOUR BAG BYE 
Ses01F_impro05_M013, YEAH
Ses01F_impro05_M014, NO  NO  I'M HERE
Ses01F_impro05_M015, NO  NO  THIS IS REAL
Ses01F_impro05_M016, NO  I'M JUST GIVING YOU MONEY THE BAG IS GONE IF IT'S NOT HERE  I'M REALLY SORRY THERE'S NOTHING I CAN DO BECAUSE
Ses01F_impro05_M017, THIS IS THE ONLY TRACKER THAT WE HAVE  BUT IF IT'S NOT LISTED HERE  THEN IT'S PROBABLY NOT ANYWHERE
Ses01F_impro05_M019, IN THERE NOT ALWAYS
Ses01F_impro05_M020, I KNOW
Ses01F_impro05_M022, I CAN'T BELIEVE IT'S A REQUEST EVERYTHING
Ses01F_impro05_M023, ACTUALLY  WE ARE NOT NECESSARILY LIABLE TO DO EVEN GIVE YOU THOSE  50 SO IT'S ACTUALLY
Ses01F_impro05_M024, WE'RE ACTUALLY NOT EVEN ALLOWED  YOU KNOW  LIKE WE DON'T HAVE TO GIVE YOU THIS  50 WE DON'T HAVE TO GIVE YOU THAT BAD
Ses01F_impro05_M025, YOU'RE STILL HELPING ME OUT
Ses01F_impro05_M026, YOU KNOW THE AIRLINES CANNOT BE HELD RESPONSIBLE FOR EVERY BAG OF LUGGAGE THAT COMES THROUGH HERE
Ses01F_impro05_M027, WITH THE AMOUNT OF FOOD IN THE SHOP
Ses01F_impro05_M028, I DON'T KNOW OH REALLY 
Ses01F_impro05_M029, WELL THEN MAYBE YOU CAN JUST CALL HIM AND HE CAN GIVE YOU MORE MONEY BUT RIGHT NOW ALL I CAN DO IS
Ses01F_impro05_M030, RIGHT NOW ALL I CAN DO IS JUST GIVE YOU THIS  50 I'M REALLY SORRY
Ses01F_impro05_M031, OH  MY NAME'S SEAN
Ses01F_impro05_M034, THAT'S WHAT  YOU KNOW  IF YOU WANT YOU CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS
Ses01F_impro05_M035, OR YOU CAN MAKE A PHONE CALL BUT I THINK A LETTER MIGHT BE A LITTLE MORE IN MY IMPRESSION LETTERS HELP MORE
Ses01F_script01_2_M001, WELL  MAYBE  MAYBE YOU JUST WANT TO SEE HERE
Ses01F_script01_2_M004, HOW DO YOU KNOW WHAT YOU'VE BEEN THINKING ABOUT IT 
Ses01F_script01_2_M008, HOW DO YOU KNOW WHY SHE WAITED 
Ses01F_script01_2_M017, WHAT HAVE I GOT TO HIDE  WHAT THE HELL DOESN'T MATTER WITH YOU  KATE 
Ses01M_script02_2_M001, TO THIS SPOT FOR THIS MASSIVE CELEBRATION OF LIKE SEX AND DEATH AND
Ses01M_script02_2_M002, LOOK AT THIS MY HANDS ARE STANDING UP IN MY ARMS GIVE MYSELF GOOSEBUMPS
Ses01M_script02_2_M003, WELL  SO  WHAT DO YOU THINK 
Ses01M_script02_2_M008, CAN I ASK YOU A QUESTION  I END YOUR PERIOD
Ses01M_script02_2_M013, WE'VE MISSED THEM TWICE
Ses01M_script02_2_M019, YOU WERE FINE DURING THE PHONE CALL FROM MARCH DINNER WAS OKAY DOING THE DISHES WAS FINE
Ses01M_script02_2_M020, LET'S SEE I TOOK A SHOWER AND YOU WERE WATCHING THE NEWS AND YOU SAID THE GRUNIONS RUNNING TONIGHT AND I SAID OKAY GREAT LET'S GO 
Ses01M_script02_2_M021, SO I'M PUTTING THE ANIMALS OUT  WE'RE GETTING THE CAR THAT GARAGE AND
Ses01M_script02_2_M022, WAIT A MINUTE  I'VE GOT IT
Ses01M_script02_2_M023, IT WAS WHEN WE WERE DRIVING PAST THAT  YOU KNOW  THAT NICKERBACHER LIQUOR LOCKER AND YOU WOULD SAID  NO  YOU SAID  LET'S GET SOME CHAMPAGNE AND I SAID  NO  TIMES ARE WASTING OR SOMETHING LIKE THAT THAT'S WHAT IT IS  RIGHT 
Ses01M_script02_2_M025, ALL RIGHT  SURE  OF COURSE
Ses01M_script02_2_M027, DO YOU WANT ME TO GO GET SOME CHAMPIONS 
Ses01M_script02_2_M028, I'M GOING TO TAKE OUR FIRST SHOES
Ses01M_script02_2_M029, WHAT  HUH 
Ses01M_script02_2_M030, YOU WANT TO GET MARRIED AGAIN 
Ses01M_script02_2_M033, A NEW CARPET  A POODLE  A SUICIDE PACK  ICE CREAM  A BACKER OF WHAT  WHAT THE HELL DO YOU WANT 
Ses01M_script02_2_M035, YOU THINK NOTHING TURNS OUT HOW IT'S SUPPOSED TO  YOU THINK I HAD SOME GRAND IDEA GOING AT FOUR YEARS DOWN THE LINE  WE WOULD COME TO THIS BEACH AND ARGUE OVER FISH  NO
Ses01M_script02_2_M037, NO  NO  I'M JUST LIKE YOU I THOUGHT IT WAS GONNA BE ALL ROSY CHEEKS AND THE BILLS HAVE PAID THEMSELVES AND THE FISH WILL ALWAYS COME AND
Ses01M_script02_2_M038, NO  YOU KNOW WHAT YOU GET  YOU KNOW WHAT YOU GET  YOU GET THIS
Ses01M_script02_2_M039, THAT IS
Ses01M_script02_2_M040, RIGHT
Ses01M_script02_2_M041, THAT'LL MEAN EITHER
Ses01M_script02_2_M042, I'M DOING THE BEST I CAN
Ses01M_script02_2_M043, MAYBE IF YOU'RE WITH SOMEBODY ELSE TOO
Ses01M_script02_2_M044, NO  I KNOW  BUT I KNOW I DON'T MAKE YOU HAPPY
Ses01M_script02_2_M045, YEAH
Ses01M_script02_2_M049, LOOK WHAT WE GOT HERE
Ses01M_script02_2_M050, IT'S NOT CHAMPAGNE
Ses01M_script02_2_M051, ARE YOU COLD HUH  DO YOU WANNA GO HOME 
Ses01M_script02_2_M052, SO MUCH
Ses01M_script02_2_M053, IF WE'RE REALLY QUIET  THE DISH MIGHT GO
Ses01M_script02_2_M054, BERNARD
Ses01M_script01_3_M000, YEAH  I KINDA WENT OUT OF STYLE  DIDN'T IT 
Ses01M_script01_3_M001, AND THAT'S HOW YOU CAME
Ses01M_script01_3_M002, MY GOD
Ses01M_script01_3_M004, WHAT 
Ses01M_script01_3_M006, YOU DID 
Ses01M_script01_3_M007, YEAH
Ses01M_script01_3_M009, AND I LOVE YOU I LOVE YOU
Ses01M_script01_3_M014, WHY DIDN'T YOU 
Ses01M_script01_3_M016, I HOPE I DIDN'T DO LET ME KNOW 
Ses01M_script01_3_M018, I KISSED YOU I GUESS ANNIE
Ses01M_script01_3_M019, I KISSED YOU
Ses01M_script01_3_M020, YOU WANNA GO SOMEWHERE  LET'S GO
Ses01M_script01_3_M021, NO  NO  IT'S SOMETHING LIKE THAT
Ses01M_script01_3_M022, I DON'T KNOW  IT'S COMPLICATED BUT IT'S GOING FOR ME NOW
Ses01M_script01_3_M023, I DON'T KNOW
Ses01M_script01_3_M024, IT'S KIND OF ALL MIXED UP WITH ALL THESE OTHER THINGS
Ses01M_script01_3_M025, CAN YOU KNOW OVERSEAS I WAS IN COMMAND OF A COMPANY 
Ses01M_script01_3_M026, WHY I LOST HIM 
Ses01M_script01_3_M027, PRETTY MUCH ALL
Ses01M_script01_3_M028, TAKES A WHILE WITH TOSS SOMETHING LIKE THAT OFF I MEAN THEY WEREN'T JUST MEN  YOU KNOW 
Ses01M_script01_3_M029, LIKE FOR INSTANCE  THERE WAS THIS ONE TIME IN THIS KID IT HAD BEEN RAINING FOR LIKE SEVERAL DAYS AND HE GAVE ME HIS LAST PAIR OF DRY SOCKS
Ses01M_script01_3_M030, YOU JUST PUT IT IN MY POCKET NO  THAT'S THE KIND OF GUY I HAD
Ses01M_script01_3_M031, THEY DIDN'T DIE THEY KILLED THEMSELVES FOR EACH OTHER AND I MEAN THAT EXACTLY YOU KNOW  A LITTLE MORE SELFISH AND THEY'D ALL BE HERE TODAY
Ses01M_script01_3_M032, AND I HAD THIS IDEA AS I WAS WATCHING THEM GO DOWN LIKE EVERYTHING WAS BEING DESTROYED  YOU KNOW  BUT I FELT LIKE THIS ONE NEW THING WAS BEING MADE  YOU KNOW  IT WAS KIND OF LIKE THIS MONUMENT
Ses01M_script01_3_M033, YOU KNOW  THAT THEY WERE BRINGING SOMETHING ONTO THIS EARTH KIND OF SACRIFICE  YOU KNOW
Ses01M_script01_3_M034, I THOUGHT IT WOULD CHANGE EVERYTHING  YOU KNOW  AND I GOT BACK HERE AND IT WAS IT WAS LIKE NOTHING HAD CHANGED AT ALL
Ses01M_script01_3_M035, YOU KNOW  I WENT TO WORK WITH DAD AND I STARTED THAT WHOLE RAT RACE AGAIN
Ses01M_script01_3_M036, AND NO ONE HAD CHANGED IT WAS JUST LIKE A SORT OF RANDOM BUS ACCIDENT TO THEM
Ses01M_script01_3_M037, DRIVE IN MY NEW CAR AND I FELT GUILTY  YOU KNOW  OPENING MY BANKBOOK  SEEING A NEW REFRIGERATOR
Ses01M_script01_3_M038, BECAUSE YOU CAN TAKE THOSE THINGS OUT OF A WAR BUT YOU HAVE TO REALIZE THAT THOSE THINGS CAME OUT OF THE LOVE THAT A MAN CAN HAVE FOR ANOTHER MAN
Ses01M_script01_3_M039, AND IF YOU CAN'T SEE THAT  THEN IT'S JUST LOO AND THERE'S BLOOD ALL OVER IT
Ses01M_script01_3_M040, I FELT THE SHAME THAT I DIDN'T WANT ANY PART OF IT I GUESS THAT INCLUDED YOU TOO
Ses01M_script01_3_M041, I WANT YOU TO KNOW HIM
Ses01M_script01_3_M043, I'M GONNA MAKE A FORTUNE FOR YOU
Ses01F_impro04_M000, LET ME TRY A CRAIGSLIST
Ses01F_impro04_M001, YEAH
Ses01F_impro04_M002, NO  THERE'S REGULAR JOBS IN THERE
Ses01F_impro04_M003, JUST ON MY
Ses01F_impro04_M004, I'M JUST SAYING I HAVE A FRIEND THAT GOT A GOOD JOB ON IT  SO I WAS JUST RECOMMENDING IT
Ses01F_impro04_M005, HE'S LIKE A MANAGER FOR A THEATER
Ses01F_impro04_M006, TAKE A HOUSE MANAGER YEAH  IT'S A GOOD JOB
Ses01F_impro04_M007, DID YOU 
Ses01F_impro04_M008, YEAH
Ses01F_impro04_M009, YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME  THAT WAS A LONG TIME AGO  RIGHT 
Ses01F_impro04_M010, OH
Ses01F_impro04_M011, I DON'T KNOW  YOU HAVE REALLY GOOD RESUME I GUESS
Ses01F_impro04_M012, YEAH  GIVE HER A SMITE
Ses01F_impro04_M013, YOU'RE KIND OF HELPFUL WHEN GETTING A JOB
Ses01F_impro04_M014, WELL  THEN MAYBE WE SHOULD SIT DOWN SOMETIME AND YOU CAN JUST TELL ME ALL THE STUFF THAT YOU'VE DONE AND I'LL WRITE IT OUT
Ses01F_impro04_M015, NO  YOU CAN'T WORRY  YOU CAN JUST BRING IT IN PERSON  BUT THEY NEED GENERALLY SOMETHING TO SEE YOU KNOW WHAT KIND OF WORK YOU'VE DONE
Ses01F_impro04_M016, YEAH  BUT THE PIECE OF PAPER HELPS TOO
Ses01F_impro04_M017, NO  BUT IT HAS AN OUTLINE  YOU KNOW
Ses01F_impro04_M018, I DON'T KNOW OKAY  WELL UM IT'S JUST LIKE
Ses01F_impro04_M019, SO  HERE I FIRST
Ses01F_impro04_M020, OKAY  YEAH  I WOULD IMAGINE
Ses01F_impro04_M021, WELL  SOMETIMES YOU HAVE TO DO THINGS YOU DON'T NECESSARILY LIKE TO DO TO HAVE A JOB  BUT YOU KNOW THE JOB BEFORE YOU YOU KNOW MONEY YOU WOULD NOT TO BE TAKING THE BUS RIGHT NOW
Ses01F_impro04_M022, MAYBE GET A CAR
Ses01F_impro04_M023, JUST  YOU KNOW  THINK YOU SHOULD TRY A LITTLE HARDER  MAYBE
Ses01F_impro04_M024, I DIDN'T SAY THAT
Ses01F_impro04_M025, I AM RUNNING THE BUS  BUT BY CHOICE
Ses01F_impro04_M026, TO SAVE THE ENVIRONMENT
Ses01F_impro04_M027, YES  ONE LESS CAR AT A TIME
Ses01F_impro04_M028, THAT'S IT
Ses01F_impro04_M031, I DON'T THINK I'M ANY FURTHER
Ses01F_impro04_M032, I DO
Ses01F_impro03_M000, SO WHAT'S UP  IT'S NEW
Ses01F_impro03_M001, YEAH  I HEARD
Ses01F_impro03_M003, WHO WOULD YOU MARRY 
Ses01F_impro03_M006, IT TURNED TO YOU  IT WAS LIKE
Ses01F_impro03_M007, IT'S REALLY ROMANTIC
Ses01F_impro03_M008, YEAH
Ses01F_impro03_M009, DOES THAT MEAN YOU'RE GONNA GET CITIZENSHIP TOO IN ENGLAND OR WHATEVER 
Ses01F_impro03_M011, YEAH  BUT IT'LL HAVE LIKE A LONG VISA CAN YOU GO VISIT THEM FOR A LONG TIME 
Ses01F_impro03_M013, I LIKE YOU NEED ANOTHER ONE OF THOSE
Ses01F_impro03_M014, YEAH  BUT IT'S LIKE A PHONE NO  IT'S OKAY
Ses01F_impro03_M015, HE LOVES YOU
Ses01F_impro03_M016, HOW MUCH DID YOU WIN IN THE SLOT 
Ses01F_impro03_M019, I'M A BIG FAN OF THE REAL FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH
Ses01F_impro03_M020, BUT THE PENNIES ALWAYS GET YOU BECAUSE THEY NEED TO HAVE SPENDING LIKE  YOU KNOW  50 BUCKS
Ses01F_impro03_M021, IT'S LIKE WAIT  BUT IT'S JUST PENNIES
Ses01F_impro03_M022, AWESOME
Ses01F_impro03_M023, CAT BABY
