ID,transcription
Ses03M_script02_1_M014,OH  YOU KNOW WHAT WOULD BE GOOD RIGHT ABOUT NOW  A SIX PACK A SIX PACK WOULD BE JUST THE TICKET 
Ses03M_script02_1_M015,I'M SO STUPID I SHOULD HAVE BROUGHT A SIX PACK GOD  I'M LIKE A LITTLE KID IT'S AMAZING I GET OUT OF THE HOUSE WITH MY FLY ZIPPED UP OH   LAUGHS   UH   SOUND OF BURPING  
Ses03M_script02_1_M016,I WONDER IF THEY CAN HEAR US TALK OR FEEL THE VIBRATIONS IN THE SAND WHEN WE MOVE AROUND 
Ses03M_script02_1_M017,DO YOU WANT MY JACKET  
Ses03M_script02_1_M023,HONEY  THIS IS A NATURAL PHENOMENON IT ONLY HAPPENS ONCE A YEAR I MEAN  THINK ABOUT THE PEOPLE IN KANSAS THEY WOULD HAVE TO GET HOTEL RESERVATIONS AND PLANE TICKETS TO COME AND SEE THIS WE'RE ONLY 40 MINUTES AWAY THIS IS TOO GOOD TO PASS UP 
Ses03M_script02_1_M024,WELL  THIS IS LIKE THE HIGHLIGHT  THE ONE NIGHT OF THEIR LIVES AND THAT FLOPPING AROUND  THAT'S LAYING EGGS OR SPAWNING OR MATING OR WHATEVER YOU 
Ses03M_script02_1_M025,CALL IT  BUT THIS IS THE BIG NIGHT FOR THESE GUYS THEIR LAST  LIFE'S LAST ORGY 
Ses03M_script02_1_M026,YEAH  THEY DO  PPPPPPP 
Ses03M_script02_1_M027,OKAY  BUT IT'S FISH THAT DO SOMETHING THAT NO OTHER FISH DO LIKE THE SWALLOWS IN CAPISTRANO OR THE LEMMINGS THAT THROW THEMSELVES OFF THE CLIFFS THERE'S SOME MAGIC HERE AND SOME SOME MYSTERY AND A LITTLE BIT OF UNEXPLAINABLE 
Ses03M_script02_1_M034,NO  IS THAT JUST SEAWEED   SOUND OF WIND  
Ses03M_script02_1_M035,YOU KNOW  THIS IS GREAT  ISN'T IT  YOU KNOW  I'M I WOULDN'T TRADE THIS FOR ANYTHING 
Ses03M_script02_1_M036,I MEAN  THINK ABOUT THIS I KNOW YOU'RE NOT INTERESTED  BUT JUST THINK ABOUT THIS FOR ME 
Ses03M_script02_1_M037,SOMEWHERE OUT THERE THERE'S THIS HUGE SILVER MASS OF FISH HEADING THIS WAY THEY DON'T KNOW WHY WE DON'T KNOW WHY THEY JUST SOME LITTLE INSTINCTUAL FIRECRACKER WENT OFF IN THEIR BODIES LIKE  PSST  AND THEY  PEEP PEEP PEEP  
Ses03M_script02_1_M038,ALL JUST TURNED AS ONCE AND FORMED A LINE AS LONG AS A CALIFORNIA COAST AND STARTED SWIMMING THIS WAY THEY DIDN'T  YOU KNOW  THEY DIDN'T MAKE A DECISION THEY DIDN'T  YOU KNOW  HAVE A VOTE OR ANYTHING NO ONE SENT THEM AN INVITATION OR A MAP THEY JUST STARTED SWIMMING AS IF THAT'S THE ONLY THING THAT MATTERS 
Ses03M_script02_1_M039,IT'S SINGLE MINDEDNESS WITH NO MIND IT'S IT'S IT'S URGENCY IT'S PURE URGE AND THEY DON'T THEY DON'T ASK A QUESTION THEY DON'T GIVE IT A NAME THEY JUST SWIM 
Ses03M_script02_1_M040,THEY JUST START SWIMMING TO THIS PLACE RIGHT HERE WHERE WE STAND FOR A MASSIVE CELEBRATION OF SEX AND DEATH 
Ses03M_script02_1_M041,UH  I'M GIVING MYSELF GOOSEBUMPS LOOK  ALL MY HAIRS ARE STANDING UP   P P P  
Ses03M_script02_1_M042,SO WHAT DO YOU THINK  
Ses03M_script02_1_M043,ABOUT WHAT I JUST SAID 
Ses03F_script01_1_M000,HE SAW IT  BEEP BEEP BEEP 
Ses03F_script01_1_M001,HE WAS OUT THERE WHEN IT HAPPENED   SOUND OF BEEPING  
Ses03F_script01_1_M002,UM ABOUT 4 00 THIS MORNING  UH I HEARD IT CRACK AND I LOOKED OUT AND UH I SAW HIM STANDING THERE WHAT WAS IT  
Ses03F_script01_1_M003,I DON'T KNOW BUT AFTER IT CRACKED  HE WENT BACK IN THE HOUSE AND HE CRIED IN THE KITCHEN 
Ses03F_script01_1_M004,NO  I UH I FIGURED THE BEST THING TO DO WAS TO LEAVE HIM ALONE 
Ses03F_script01_1_M005,I COULD HEAR IT RIGHT THROUGH THE FLOOR   SOUND OF BEEPING  
Ses03F_script01_1_M006,I GUESS HE IS 
Ses03F_script01_1_M007,I DON'T KNOW 
Ses03F_script01_1_M008,BUT I KNOW ONE THING  MOM WE'VE MADE A TERRIBLE MISTAKE WITH DAD 
Ses03F_script01_1_M009,BEING DISHONEST WITH HIM THAT KIND OF THING ALWAYS PAYS OFF AND NOW IT'S PAYING OFF 
Ses03F_script01_1_M016,YOU KNOW WHY I ASKED ANNIE HERE  RIGHT  
Ses03F_script01_1_M017,YOU KNOW P 
Ses03F_script01_1_M018,I WANT TO ASK HER TO MARRY ME 
Ses03F_script01_1_M020,SO  IT'S ALL RIGHT I'LL JUST GO AHEAD WITH IT 
Ses03F_script01_1_M021,SEE  THEN IT'S NOT JUST MY BUSINESS  GOD  YOU HAVE 
Ses03F_script01_1_M022,OH  YOU INFURIATE ME SOMETIMES YOU KNOW  IT'S NOT JUST MY BUSINESS  TOO  IF DAD THROWS A FIT  NOISE  
Ses03F_script01_1_M026,EVERY TIME I REACH OUT FOR SOMETHING  I HAVE TO PULL BACK BECAUSE OTHER PEOPLE WILL SUFFER MY WHOLE ENTIRE LIFE  TIME AND TIME AFTER TIME 
Ses03F_script01_1_M027,TO HELL WITH THAT 
Ses03F_script01_1_M028,I DIDN'T ASK ANY YET 
Ses03F_script01_1_M029,I WANTED TO GET THIS SETTLED FIRST 
Ses03F_script01_1_M030,WELL THEN  I GUESS IT'S OVER THEN  BUT FROM HER LETTERS  I THINK SHE'S FORGOTTEN HIM 
Ses03F_script01_1_M031,I'LL FIND OUT BUT THEN  AFTER IT'S ALL OVER  WE'LL THRASH IT OUT WITH DAD  RIGHT  
Ses03F_script01_1_M034,BECAUSE IT IS 
Ses03F_script01_1_M036,IT JUST IS I 
Ses03F_script01_1_M041,BUT IF I CAN'T HAVE THAT HERE  THEN I'LL GET OUT 
Ses03F_script01_1_M042,I'LL GET OUT I'LL MARRY HER SOMEWHERE ELSE MAYBE NEW YORK YOU'RE CRAZY 
Ses03F_script01_1_M045,YES I LIKE AN HOUR OUT OF THE DAY IF I HAVE TO GRUB FOR MONEY ALL DAY LONG  AT LEAST AT EVENING I WANT A BEAUTIFUL I WANT A WIFE I WANT A FAMILY I WANT SOME KIDS I WANT TO BUILD SOMETHING I CAN GIVE MYSELF TO 
Ses03F_script01_1_M046,NOW ANNIE IS IN THE MIDDLE OF ALL THAT 
Ses03F_script01_1_M047,NOW  WHERE DO I FIND IT  
Ses03F_script01_1_M048,YES ON THIS I WOULD 
Ses03F_script01_1_M049,THEN HELP ME STAY HERE 
Ses03F_script01_1_M050,OKAY JUST YOU'VE WORKED ALL OUR PPPP 
Ses03F_script01_1_M052,I AM THINKING LIKE THAT 
Ses03F_script01_1_M053,NO  YOU DON'T  I'M A PRETTY TOUGH GUY 
Ses03M_impro04_M000,I'M JUST SO TIRED ALL THE TIME 
Ses03M_impro04_M004,OKAY SO I WENT TO HARVARD 
Ses03M_impro04_M008,YEAH I'M SMARTER THAN HALF THE PEOPLE I WORK FOR 
Ses03M_impro04_M014,OKAY  SAYA AKAN MENJAWABNYA 
Ses03M_impro04_M024,YEAH IT'S ALL RIGHT  BUT 
Ses03M_impro04_M026,NO 
Ses03M_impro04_M030,YOU KNOW  I'LL JUST KILL MYSELF 
Ses03M_impro04_M031,IT'S DIFFICULT TO UNDERSTAND WHAT'S BEING SAID IN THE AUDIO  THE AUDIO QUALITY IS VERY POOR AND CONTAINS MAINLY UNINTELLIGIBLE SOUNDS AND POSSIBLY SOME BACKGROUND NOISE  I CANNOT PROVIDE A TRANSCRIPT 
Ses03M_impro04_M038,SAME DIFFERENCE 
Ses03M_impro04_M041,THEY'RE LIKE   WOW  YOU'RE REALLY SMART WE'RE GONNA GIVE YOU AN EXTRA CREDIT  
Ses03M_impro03_M000,HEY   BEEP BEEP 
Ses03M_impro03_M001,ESMERALDA GUESS WHAT  WHAT  PPP 
Ses03M_impro03_M002,GUESS WHO JUST GOT HITCHED  
Ses03M_impro03_M003,THIS GUY SHUT UP YEAH CAN YOU BELIEVE IT  AND SHE SAID YES  TOO REALLY  YEAH  SHE SAID YES JUST 
Ses03M_impro03_M004,YEAH OKAY  WE'RE AT CHUCK E CHEESE  CHUCK E CHEESE  OH MAN  
Ses03M_impro03_M011,UH  ANYWAY  SO SHE TOOK THE RING AND SHE GOES   IS THIS REAL   I'M LIKE   OF COURSE  
Ses03M_impro03_M012,SARAH AND UH P P P 
Ses03M_impro03_M013,COME ON IT WAS HER BIRTHDAY 
Ses03M_impro03_M014,SHE WANTED SHE ALWAYS WANTS SOMETHING SPONTANEOUS YEAH  THAT'S TRUE 
Ses03M_impro03_M015,OKAY I COULDN'T I COULDN'T AFFORD THE RED LOBSTER 
Ses03M_impro03_M016,SO OKAY  THEN UM 
Ses03M_impro03_M017,I GOT ALL THE CHARACTER ANIMALS TO DO A CONGA LINE  BEEP BEEP BEEP 
Ses03M_impro03_M018,DIM DOWN THE LIGHTS AND UH  I GOT ONE OF THE TABLES  I PULLED IT OUT 
Ses03M_impro03_M019,YEAH IS IT A RAT  IT'S A RAT   SOUND OF RUSTLING SCUTTLING  
Ses03M_impro03_M020,CHUCKIE  I DON'T KNOW ANYWAYS  I PULL HER UP AND I GO  I GO SARAH 
Ses03M_impro03_M021,YOU'RE MY GUIDING LIGHT OH MY GOD  THINK ABOUT ON THAT SONG THAT I'VE HAD THE TIME OF MY LIFE THAT'S THAT 
Ses03M_impro03_M028,ABOUT TWO AND A HALF WEEKS 
Ses03M_impro03_M029,WE LOVE EACH OTHER WHAT  YEAH 
Ses03M_impro03_M030,YOU ONLY KNEW YOU GOTTA MEET HER SHE'S WONDERFUL   SOUND OF BEEPING STATIC  
Ses03M_impro03_M031,SHE JUST GRADUATED FROM HIGH SCHOOL AND SHE'S PLANNING TO APPLY FOR COLLEGES AND STUFF  SHE'S SO GREAT SHE HAS SO MUCH LIFE AND ENERGY AND STUFF  SHE MUST BE HOT 
Ses03M_impro03_M032,YEAH YEAH  THAT'S IT SHE'S HOT AND YOU WERE GETTING IT   SOUND OF BEEPING  
Ses03M_impro03_M033,I'M 28 YEARS OLD  YOU SEE 
Ses03M_impro03_M035,SO EXCITED  IT'S GOING TO BE GREAT  
Ses03M_impro03_M038,I'M STILL WORKING AT MY PARENTS' RESTAURANT BUSSING TABLES 
Ses03M_impro03_M039,OH  IT'S GREAT  ISN'T IT  MY MOM SAID WE CAN MOVE IN WITH HER AGAIN IF WE RUN OUT OF MONEY 
Ses03F_impro02_M000,ALL RIGHT 
Ses03F_impro02_M001,SHE'S DOING FINE SHE JUST TOOK HER FIRST STEPS TODAY  ACTUALLY I VIDEOTAPED IT FOR YOU SO YOU CAN WATCH IT 
Ses03F_impro02_M007,SEE THAT  I CAN'T NO  I CAN'T DO THIS ALONE BEEP BEEP BEEP BEEP BEEP 
Ses03F_impro02_M014,I HAVE TO WORK 
Ses03F_impro02_M016,YOU CAN'T LEAVE YOUR DAUGHTER ALONE LIKE THIS 
Ses03F_impro02_M017,YOU CAN'T POSTPONE IT 
Ses03F_impro02_M018,I DON'T KNOW IF I CAN HANDLE YOU GOING ANOTHER YEAR 
Ses03F_impro02_M019,I DON'T KNOW IF I CAN IF I CAN TAKE IT 
Ses03F_impro02_M020,RIGHT I CAN'T BELIEVE THAT STRONG A WHOLE YEAR BEEP BEEP BEEP BEEP BEEP BEEP 
Ses03F_impro02_M021,ME OH MY  PPPPPP 
Ses03F_impro02_M024,IT DOESN'T LOOK VERY GOOD 
Ses03F_impro02_M025,I DON'T WANT THE MONEY I WANT YOU HERE 
Ses03F_impro02_M027,IF YOUR LIFE IS GOING TO BE IN DANGER AND THIS FAMILY'S GOING TO BE IN DANGER  WE DON'T NEED THE JOB WE'LL FIND THE MONEY 
Ses03F_impro02_M028,HOW ARE WE SUPPOSED TO TELL AMY  HOW'S SHE SUPPOSED TO UNDERSTAND THAT  
Ses03F_impro02_M029,HOW'S SHE GONNA FEEL THE FIRST YEAR IN SCHOOL WITH NO MOM  
Ses03F_impro02_M031,ALL RIGHT THEN 
Ses03F_impro05_M003,OH  NO WE DIDN'T LOSE IT MAYBE THE AIRPORT LOST IT MAYBE SOMEONE STOLE IT  BEEP  
Ses03F_impro05_M008,AND WHEN YOU SIGN YOUR TICKET UH WE COULD REPLACE ABOUT 15  OF WHAT'S IN THE BAG 
Ses03F_impro05_M009,UP TO A LIMIT OF  25 
Ses03F_impro05_M011,THIS IS A BAD I THINK THAT'S KIND OF STUPID THAT YOU PUT A HUNDRED THOUSAND DOLLARS IN A BAG 
Ses03F_impro05_M013,OKAY  LET ME GET IT  I WANT TO TALK TO YOUR SUPERVISOR OH  GUESS WHO THE SUPERVISOR IS  IT'S ME   BEEP  
Ses03F_impro05_M014,WHAT  DO YOU HAVE A QUESTION   I I HOPE THIS P P P P P 
Ses03M_script03_1_M004,I DON'T CARE THEN 
Ses03M_script03_1_M006,NO  WRONG NUMBER 
Ses03M_script03_1_M035,I DIDN'T HIT YOU VERY HARD  SOUND OF BREATHING  
Ses03M_impro08b_M000,HELLO 
Ses03M_impro08b_M001,JEEZ SORRY  MA'AM UH  WHAT'S THE NATURE OF YOUR PROBLEM  LOOK  BUT FIRST  CAN I GET YOU TO TELL ME YOUR FIRST AND LAST NAME  I'VE ALREADY 
Ses03M_impro08b_M002,EVERY SINGLE DAY I'M GOING TO VERIFY EVERY TIME  SORRY   INAUDIBLE  
Ses03M_impro08b_M003,ALL RIGHT  MISS BROWN  UH  WHAT'S THE NATURE OF YOUR PROBLEM   WELL  MY 
Ses03M_impro08b_M004,PLEASE OH  I'M SORRY UH YEAH YOU BETTER BE SORRY DID YOU DROP IT IN WATER   BEEP BEEP BEEP BEEP BEEP 
Ses03M_impro08b_M005,UM  WELL  IT'S PROBABLY EASY CAN YOU ANY MORE SYMPTOMS OF IT  YOU'RE NOT RECEIVING CALLS  I'M AT A DOCTOR'S OFFICE  YOU'RE NOT RECEIVING CALLS I'M NOT RECEIVING CALLS I CAN'T RECEIVE NO  IT'S 
Ses03M_impro08b_M006,OKAY  CUT ME OFF IS THE PHONE TURNED ON    BEEP BEEP BEEP  
Ses03M_impro08b_M007,WELL  UM  OKAY UH  YOUR SIM CARD IS IN  NO  I DON'T HAVE A SIM CARD 
Ses03M_impro08b_M008,ALL RIGHT UM  WE'LL LIKE BE FROM HIS UH  BEEP BEEP 
Ses03M_impro08b_M009,YOU MIGHT HAVE AN OLDER PHONE WHERE WE WOULD USE SIM CARD BUT PROBABLY NOT CERTAIN 
Ses03M_impro08b_M010,FIX IT OKAY HOW ABOUT THIS  UM WE'LL SEND YOU A BRAND NEW CAMERA PHONE WITH PALM PILOT NO  I DON'T KNOW HOW TO USE THAT STUFF 
Ses03M_impro08b_M011,IT'S TOO COMPLICATED  WELL  WE'LL PUT IN THE WORK AND IT'S ALL I NEED WE'LL GIVE YOU HOW ABOUT A FREE YEAR'S SERVICE   BUT I'M ON THE ROAD ALL THE TIME   BEEP BEEP BEEP BEEP BEEP BEEP  
Ses03M_impro08b_M012,SIR  I'M GOING INTO THE VERIZON OKAY TELL HIM MY NAME MY NAME IS BRENT BACKERSON  P P P P  
Ses03M_impro08b_M013,OKAY TELL MY MY ID NUMBER IS 2135  P P P P 
Ses03M_impro08b_M014,TELL HIM THAT YOU CAN GO IN  GET A BRAND NEW PHONE  THEY'LL HOOK YOU UP TO SERVICE  EVEN THOUGH YOU HAVE THREE I I I DON'T WANT A CONTRACT  OKAY  I DON'T WANT A 
Ses03M_impro08b_M015,YOU'LL BE FREE  NO CONTRACT OKAY  REALLY  
Ses03M_impro08b_M016,GO IN THERE YEAH  GO IN THERE TELL HIM BRENT BREAKFAST IS SENDING YOU 
Ses03M_impro08b_M017,THE TOP LINE CAME FROM GAME BOY  ANYTHING YOU WANT AND PALM PILOT FOR FREE  AND PALM PILOT 
Ses03M_impro08b_M018,THEY MIGHT ONLY HAVE ORANGE 
Ses03M_impro08b_M019,OKAY  YOU CAN THEY CAN FIGURE OUT PAYING FOR YOU SO GO IN THERE AND TELL THEM THAT  THEN THEY'LL HOOK YOU UP WITH OTHER GOODIES  STUFF LIKE THAT  FREE SERVICE  NO CONTRACT  NO NOTHING  JUST FOR BEING A GOOD CUSTOMER 
Ses03M_impro08b_M020,AND BATTLING THROUGH WITH US 
Ses03M_impro08b_M021,YES IT'S TOM  BRENT BRAKKEN SPEAKING 
Ses03M_impro08b_M022,ALL RIGHT GREAT HAVE A NICE EVENING  THANK YOU 
Ses03F_script03_1_M004,WE'LL ALL RIGHT  AREN'T WE  DARLING  WHATEVER HAPPENS 
Ses03F_script03_1_M005,THEN I DON'T CARE 
Ses03F_script03_1_M007,THINGS THAT SHOULD MATTER DREADFULLY DON'T SEEM TO MATTER AT ALL WHEN ONE'S HAPPY  DO THEY  
Ses03F_script03_1_M011,YOU MUSTN'T BE SERIOUS  MY DEAR ONE THAT'S WHAT THEY WANT 
Ses03F_script03_1_M013,OOH  CERTAINLY YOU MUST WHAT FIGURES ARE FUN  ALL RIGHT    SOUND OF A TRAIN WHISTLE  
Ses03F_script03_1_M020,LET'S BLOW TRUMPETS  BLOW BLOW TRUMPETS AND SQUEAKERS AND PARTY AS MUCH AS WE CAN  LIKE SMALL QUITE IDIOTIC SCHOOLCHILDREN LET'S SAVOR THE DELIGHT OF THE MOMENT COME  KISS ME DARLING BEFORE WORMS POP IN ONE OF YOUR EYE SOCKETS   PTOO  
Ses03F_script03_1_M022,YOU REMEMBER THAT AWFUL SCENE WE HAD IN VENICE  
Ses03F_script03_1_M027,THAT WAS A ROUSER  WASN'T IT  
Ses03F_impro04_M000,HEY  JUST TRYING TO KEEP ON GOING NO BEEP 
Ses03F_impro04_M001,NO  I DON'T THINK LIKE THAT 
Ses03F_impro04_M002,RUSSELL CROWE WASN'T FORTY UNTIL HE GOT HIS BIG STUFF 
Ses03F_impro04_M003,IF YOU REALLY WANT TO DO IT  I MEAN  
Ses03F_impro04_M004,WHAT YOU GOTTA DO  
Ses03F_impro04_M005,YOU COULD YOU COULD WE JUST   SOUND OF BLOWING A WHISTLING NOISE  
Ses03F_impro04_M006,WE'RE JUST PULLING OUR FUNDS TOGETHER 
Ses03F_impro04_M007,YOU DON'T OWE ME ANYTHING  I'M SO GLAD 
Ses03F_impro04_M008,THAT'S FOR YOU  YOU ARE  YOU'RE GOING TO CLASS  YOU'RE LEARNING  YOU'RE GETTING BETTER WHEN YOU FINALLY GET THAT ROLE  YOU'RE GONNA BE PREPARED 
Ses03F_impro04_M009,OH MY GOD  NATALIE  YOU'RE SO YOUNG DON'T EVEN THINK ABOUT THAT 
Ses03F_impro04_M010,APART  YOU'RE ONLY 25 OKAY  SOME PEOPLE DON'T START UNTIL THEY'RE 35  REALLY  
Ses03F_impro04_M011,YEAH 
Ses03F_impro04_M012,SO WHAT WHAT WOULD YOU DO  WHAT WOULD YOU DO IF YOU DIDN'T  DIDN'T GO TO LAW SCHOOL    INAUDIBLE  
Ses03F_impro04_M013,SEE  SHE CAN JUST QUIT NOW  BEEP BEEP BEEP 
Ses03F_impro04_M014,HAVE YOU BEEN GOING TO AUDITIONS AND STUFF   YEAH 
Ses03F_impro04_M015,HOW'S THE JOB  YOU STILL WAITING TABLES AT DENNY'S   STATIC SOUND  
Ses03F_impro04_M016,WELL  AIN'T THAT SWELL  
Ses03F_impro04_M017,MAYBE YOU COULD START TEACHING  I DON'T KNOW 
Ses03F_impro04_M018,GO BACK TO SCHOOL  YOU KNOW  ANOTHER THREE MORE YEARS  GET YOUR MASTERS 
Ses03F_impro04_M019,CLOSE TO 30 OOF THAT'S GONNA BE TOUGH 
Ses03F_impro03_M000,OH MY GOD  LOOK AT THAT   HOW MANY CARATS IS THAT  
Ses03F_impro03_M001,LIKE 18  PROBABLY 
Ses03F_impro03_M002,GOING DOWN OH JESUS  PPPPP 
Ses03F_impro03_M005,OUT OF IT  RIGHT  YEAH 
Ses03F_impro03_M006,YEAH  THE LONELY SHEPHERD RIGHT  RIGHT  RIGHT SO  AND THERE'S LIKE A WHOLE LIKE WEDDING THING IN IT UH HUH OR THAT'S THE 
Ses03F_impro03_M007,UH   I'M SO DROWSY   SO I WENT TO THIS DROWSY SHOP  UH 
Ses03F_impro03_M010,OH MY GOD  PPPPPPP 
Ses03F_impro03_M015,NO  YOU DESERVE TO CRY I MEAN  TEARS OF HAPPINESS THOUGH 
Ses03F_impro03_M021,THAT'S AWESOME  MARRIAGE 
Ses03M_script01_1_M000,HE SIGHED  PPPPP 
Ses03M_script01_1_M001,HE WAS OUT THERE WHEN IT HAPPENED   SOUND OF BEEPING  
Ses03M_script01_1_M002,ABOUT FOUR IN THE MORNING I HEARD A CRACK AND I LOOKED OUT AND HE WAS STANDING RIGHT THERE WHEN IT HAPPENED  SOUND OF STATIC  
Ses03M_script01_1_M003,I DON'T KNOW BUT AFTER IT CRACKED  HE RAN BACK INTO THE HOUSE AND HE CRIED IN THE KITCHEN 
Ses03M_script01_1_M004,NO  I UH I FIGURED THE BEST THING TO DO WAS TO LEAVE THEM ALONE 
Ses03M_script01_1_M005,I CAN HEAR IT RIGHT THROUGH THE FLOOR  PIP PIP PIP 
Ses03M_script01_1_M006,I GUESS HE IS 
Ses03M_script01_1_M007,I DON'T KNOW BUT I KNOW ONE THING  MOM WE MADE A TERRIBLE MISTAKE WITH DAD   SOUND OF HISSING  
Ses03M_script01_1_M009,YOU KNOW THAT LARRY'S NOT COMING BACK AND I KNOW THAT TOO WHY DO WE BOTH GO ON LETTING HIM THINK THAT WE BOTH BELIEVE WITH HIM  
Ses03M_script01_1_M011,WHY SHOULDN'T HE WALK AROUND AND DREAM OF HIM AT NIGHT  WALK AROUND WHY SHOULDN'T HE WALK AROUND  WHY SHOULDN'T HE DREAM OF HIM  WALK AROUND AT NIGHT WAITING FOR HIM DO WE CONTRADICT HIM  DO WE SAY FLAT OUT THAT WE DON'T HAVE ANY MORE HOPE  
Ses03M_script01_1_M012,THAT WE HAVEN'T HAD ANY HOPE FOR YEARS NOW 
Ses03M_script01_1_M017,YOU KNOW WHY I ASKED ANNIE HERE  RIGHT  
Ses03M_script01_1_M019,I WANNA ASK HER TO MARRY ME 
Ses03M_script01_1_M021,FINE OKAY  SO THEN IT'S ALL RIGHT I'LL GO AHEAD WITH IT 
Ses03M_script01_1_M022,THAT'S NOT MY BUSINESS OH  SEE  THEN IT'S JUST NOT MY BUSINESS I'M JUST KIDDING GOD  YOU INFURIATE ME SOMETIMES ISN'T IT MY BUSINESS TOO IF DAD THROWS A FIT  HUH  GOD  YOU HAVE SUCH A TALENT FOR IGNORING THINGS 
Ses03M_script01_1_M027,WHAT THE HELL WITH THAT  
Ses03M_script01_1_M028,I WANTED TO GET THIS SETTLED FIRST  SOUND OF BEEPING  
Ses03M_script01_1_M029,THEN I GUESS THAT'S THE END OF IT 
Ses03M_script01_1_M030,FROM HER LETTERS  I THINK SHE'S FORGOTTEN HIM  I'LL FIND OUT 
Ses03M_script01_1_M031,AND THEN WE'LL THRASH IT OUT WITH DAD  RIGHT   MOM  DON'T AVOID ME 
Ses03M_script01_1_M036,I'VE GIVEN IT THREE YEARS OF THOUGHT AND I THOUGHT THAT IF I WAITED  THEN DAD WOULD FORGET ABOUT LARRY AND THEN WE COULD HAVE A REGULAR WEDDING AND EVERYTHING HAPPY 
Ses03M_script01_1_M037,BUT IF I CAN'T HAVE THAT HERE  I'LL GET OUT 
Ses03M_script01_1_M038,I'LL GET OUT  I'LL MARRY HER SOMEWHERE ELSE MAYBE NEW YORK 
Ses03M_script01_1_M039,I'VE BEEN A GOOD SON TOO LONG A GOOD SUCKER  AND I'M THROUGH WITH IT 
Ses03M_script01_1_M040,THE BUSINESS  THE BUSINESS DOESN'T INSPIRE ME 
